,Name,Age,Nationality,Overall,Potential,Height,Weak.Foot
8465,F. Bravo,24,Argentina,67,74,182.88,2
8466,Rubén Yáñez,24,Spain,67,72,182.88,3
8467,H. Belkebla,24,Algeria,67,73,152.4,3
8468,Y. Mutō,29,Japan,67,67,152.4,3
8469,P. Frattali,32,Italy,67,67,182.88,1
8470,Yu Dabao,30,China PR,67,67,182.88,3
8471,C. Noone,30,England,67,67,152.4,2
8472,D. Kempe,32,Germany,67,67,182.88,3
8473,J. Thomsen,36,Denmark,67,67,152.4,4
8474,Derik,25,Spain,67,71,182.88,3
8475,N. Lomb,24,Germany,67,72,182.88,3
8476,S. Traut,33,Germany,67,67,182.88,2
8477,J. Ryan,29,Republic of Ireland,67,67,152.4,3
8478,J. Morris,26,England,67,67,182.88,3
8479,S. Goss,22,Germany,67,75,152.4,3
8480,S. Aytaç,26,Turkey,67,68,182.88,3
8481,K. Miyoshi,21,Japan,67,76,152.4,4
8482,J. Opoku,28,Netherlands,67,67,182.88,3
8483,S. Sutter,32,Switzerland,67,67,152.4,3
8484,R. Vloet,23,Netherlands,67,72,182.88,4
8485,I. Depe,25,Turkey,67,68,152.4,3
8486,S. Campo,22,Switzerland,67,76,152.4,3
8487,G. Gotti,24,Argentina,67,72,152.4,3
8488,Zhao Mingjian,30,China PR,67,67,152.4,3
8489,V. Rennella,29,France,67,67,182.88,3
8490,Nacho,25,Spain,67,70,152.4,3
8491,Ícaro,29,Brazil,67,67,152.4,3
8492,A. Crawford,26,Scotland,67,68,152.4,3
8493,A. Ajeti,24,Albania,67,71,182.88,1
8494,I. Vetokele,26,Angola,67,69,152.4,3
8495,B. Aloé,24,France,67,75,182.88,3
8496,B. Véjar,22,Chile,67,75,152.4,5
8497,M. Al Kuwaykibi,23,Saudi Arabia,67,72,152.4,3
8498,Z. Ismail,24,England,67,70,152.4,5
8499,A. Fletcher,22,England,67,74,182.88,2
8500,A. Martinelli,25,Switzerland,67,70,152.4,3
8501,K. Henry,35,England,67,67,182.88,3
8502,L. Guwara,22,Germany,67,77,182.88,3
8503,Sancet,18,Spain,67,82,182.88,3
8504,Mandi,29,Spain,67,67,182.88,3
8505,M. Sarr,24,France,67,73,182.88,3
8506,S. Hefti,20,Switzerland,67,79,182.88,3
8507,C. Monschein,25,Austria,67,70,152.4,3
8508,L. Belingheri,35,Italy,67,67,182.88,3
8509,M. Lovera,19,Argentina,67,80,152.4,3
8510,J. Nerwinski,23,United States,67,73,182.88,3
8511,M. Turner,34,England,67,67,182.88,2
8512,Cesinha,28,Brazil,67,67,152.4,3
8513,M. Escudero,29,Argentina,67,68,152.4,2
8514,J. Rivas,33,Mexico,67,67,182.88,3
8515,S. Szymański,19,Poland,67,84,152.4,3
8516,E. Kılınç,23,Turkey,67,72,152.4,3
8517,Jon Erice,31,Spain,67,67,152.4,3
8518,F. Sears,28,England,67,67,152.4,3
8519,Kang Min Soo,32,Korea Republic,67,67,182.88,3
8520,P. Lienhart,21,Austria,67,77,182.88,3
8521,T. Miller,25,United States,67,73,182.88,2
8522,R. Fennell,29,United States,67,67,182.88,5
8523,M. Ibáñez,31,Argentina,67,67,182.88,2
8524,A. Arrighini,28,Italy,67,67,152.4,3
8525,J. Cádiz,22,Venezuela,67,73,182.88,2
8526,L. Kozák,29,Czech Republic,67,67,182.88,3
8527,T. Hoban,24,Republic of Ireland,67,70,182.88,3
8528,B. Romero,27,Argentina,67,68,152.4,2
8529,G. Togni,20,Argentina,67,78,152.4,3
8530,R. Perticone,31,Italy,67,67,182.88,3
8531,K. Kitagawa,21,Japan,67,74,152.4,3
8532,G. Tello,25,Chile,67,70,152.4,4
8533,I. Pallas,35,Uruguay,67,67,182.88,2
8534,B. Carvallo,21,Chile,67,78,152.4,3
8535,J. Hesketh,22,England,67,78,152.4,3
8536,J. Clément,33,France,67,67,152.4,3
8537,C. Songkrasin,24,Thailand,67,70,152.4,3
8538,Quim Araujo,30,Spain,67,67,182.88,4
8539,K. Hause,22,England,67,78,182.88,3
8540,D. Quiñónes,22,Colombia,67,74,152.4,3
8541,T. Wachsmuth,31,Germany,67,67,182.88,3
8542,J. Harvey,34,United States,67,67,152.4,3
8543,Hwang Ki Wook,22,Korea Republic,67,74,182.88,2
8544,K. Pusch,25,Germany,67,70,152.4,3
8545,K. Ota,30,Japan,67,67,152.4,2
8546,M. Mouandilmadji,20,Chad,67,78,182.88,3
8547,J. McCarthy,22,England,67,75,182.88,3
8548,André Bahia,34,Brazil,67,67,182.88,2
8549,B. Kopplin,29,Germany,67,67,182.88,3
8550,S. Contessa,28,Italy,67,67,152.4,3
8551,J. Löhmannsröben,27,Germany,67,69,182.88,3
8552,T. Rowe,29,England,67,67,152.4,3
8553,M. Răduţ,28,Romania,67,67,152.4,4
8554,M. Hamdaoui,25,Netherlands,67,70,152.4,3
8555,I. Bandalovski,31,Bulgaria,67,67,182.88,3
8556,D. Bamba,23,Ivory Coast,67,72,182.88,4
8557,H. Berríos,31,Chile,67,67,152.4,3
8558,M. El Allouchi,23,Morocco,67,72,152.4,3
8559,M. Barreto,27,France,67,68,152.4,4
8560,F. Tardieu,26,France,67,70,152.4,3
8561,A. Barbaro,26,Argentina,67,68,152.4,3
8562,C. Verdonk,21,Netherlands,67,74,152.4,4
8563,A. Blondell,24,Venezuela,67,74,182.88,3
8564,Eddy Silvestre,25,Azerbaijan,67,71,182.88,3
8565,Z. MacMath,26,United States,67,68,182.88,2
8566,M. Sao,28,France,67,67,182.88,5
8567,T. Bingöl,25,Turkey,67,70,152.4,2
8568,M. Busch,23,Germany,67,72,182.88,3
8569,T. Cantwell,20,England,67,78,182.88,2
8570,Xiao Zhi,33,China PR,67,67,182.88,2
8571,B. Smith,24,Australia,67,72,152.4,3
8572,E. Suagher,25,Italy,67,70,182.88,2
8573,C. Flórez,23,Colombia,67,71,152.4,2
8574,T. Ebuehi,22,Nigeria,67,72,182.88,3
8575,Kaio Aldair,26,Brazil,67,67,152.4,3
8576,I. Groothuizen,21,Netherlands,67,75,182.88,4
8577,Provencio,30,Spain,67,67,152.4,3
8578,Jairo Morillas,24,Spain,67,72,182.88,4
8579,M. Al Fatil,26,Saudi Arabia,67,71,152.4,2
8580,T. Deng,21,Australia,67,72,182.88,3
8581,D. Lamkel Zé,21,Cameroon,67,75,182.88,2
8582,V. Luchkevych,22,Ukraine,67,73,152.4,3
8583,J. Edmundsson,26,Faroe Islands,67,67,182.88,4
8584,G. Long,24,England,67,72,182.88,3
8585,J. Radošević,24,Croatia,67,73,152.4,3
8586,M. Pennington,23,England,67,76,182.88,3
8587,Z. Ondrášek,29,Czech Republic,67,67,182.88,2
8588,C. Remmer,25,Denmark,67,71,182.88,3
8589,L. Slagveer,24,Netherlands,67,70,152.4,3
8590,F. Lewis,25,Netherlands,67,70,152.4,2
8591,M. Rivoredo,26,Paraguay,67,67,182.88,3
8592,J. Vásquez,30,Colombia,67,67,152.4,3
8593,M. Svilar,18,Belgium,67,84,182.88,3
8594,J. Jeggo,26,Australia,67,70,152.4,2
8595,G. Navarrete,23,Chile,67,74,152.4,3
8596,Alemão,27,Brazil,67,69,182.88,3
8597,Y. Coulibaly,23,Burkina Faso,67,73,152.4,3
8598,F. Saavedra,32,Chile,67,67,152.4,3
8599,R. Framberger,22,Germany,67,75,152.4,3
8600,J. Vargas,20,Chile,67,77,152.4,3
8601,S. Aluko,29,Nigeria,67,67,152.4,2
8602,M. Power,24,England,67,72,152.4,3
8603,S. Pasa,24,Italy,67,74,182.88,3
8604,F. Valot,25,France,67,70,152.4,4
8605,J. Kalla,31,Germany,67,67,152.4,3
8606,S. Chhetri,33,India,67,67,152.4,4
8607,Bicho,22,Spain,67,75,152.4,3
8608,M. Parensen,32,Germany,67,67,152.4,3
8609,R. Manning,22,Republic of Ireland,67,75,152.4,3
8610,Rodri Tarín,21,Spain,67,75,182.88,3
8611,A. Mbekile,31,South Africa,67,67,152.4,3
8612,R. Arias,25,Uruguay,67,68,152.4,3
8613,S. Singh,19,New Zealand,67,79,152.4,3
8614,L. Schweers,22,Germany,67,73,182.88,2
8615,H. Hansson,25,Faroe Islands,67,68,182.88,3
8616,J. Whatmough,22,England,67,80,182.88,3
8617,H. Cummings,26,Panama,67,68,182.88,2
8618,T. Kløve,27,Denmark,67,67,152.4,3
8619,E. Mosquera,27,Colombia,67,67,182.88,3
8620,G. Di Chiara,24,Italy,67,72,182.88,3
8621,João Silva,28,Portugal,67,67,182.88,2
8622,N. Solís,24,Argentina,67,73,152.4,3
8623,J. Monreal,22,Chile,67,76,182.88,3
8624,W. Cartagena,23,Peru,67,73,152.4,3
8625,G. Itter,19,Germany,67,85,182.88,2
8626,Bruno Costa,21,Portugal,67,76,152.4,3
8627,D. Dervite,29,France,67,67,182.88,3
8628,Lee Jong Sung,25,Korea Republic,67,71,182.88,3
8629,E. Palomino,32,Colombia,67,67,152.4,3
8630,R. Lindkvist,28,Sweden,67,67,182.88,4
8631,V. Kostevych,25,Ukraine,67,68,152.4,3
8632,D. Rowe,26,England,67,67,182.88,4
8633,Diego Maurício,27,Brazil,67,67,182.88,3
8634,M. Guidone,32,Italy,67,67,182.88,3
8635,B. Jones,31,England,67,67,152.4,3
8636,S. Ishizaki,36,Sweden,67,67,152.4,3
8637,B. van Hintum,31,Netherlands,67,67,152.4,3
8638,E. Brítez,26,Argentina,67,70,152.4,3
8639,S. Aresti,32,Italy,67,67,182.88,2
8640,W. Pacheco,23,Colombia,67,75,152.4,2
8641,K. Fisker,30,Denmark,67,67,152.4,2
8642,P. Förster,23,Germany,67,74,182.88,4
8643,T. Rogne,28,Norway,67,68,182.88,3
8644,B. Rymaniak,28,Poland,67,67,182.88,2
8645,R. McGowan,28,Australia,67,67,182.88,3
8646,D. Bingham,28,United States,67,69,182.88,2
8647,S. Bradley,26,England,67,68,182.88,3
8648,Tiago Gomes,31,Portugal,67,67,152.4,3
8649,D. Marsura,24,Italy,67,71,182.88,3
8650,S. Zurbriggen,28,Argentina,67,67,152.4,3
8651,N. Valentini,29,Argentina,67,67,182.88,2
8652,S. Field,20,England,67,82,182.88,4
8653,C. Seitz,31,United States,67,67,182.88,3
8654,A. Winter,31,Switzerland,67,67,152.4,2
8655,L. Azouni,24,Tunisia,67,71,152.4,3
8656,K. Larsen,25,Denmark,67,71,182.88,2
8657,J. Coppinger,37,England,67,67,152.4,3
8658,L. Feeney,31,England,67,67,182.88,3
8659,K. Cissé,29,Guinea,67,67,182.88,3
8660,H. Martínez,31,Chile,67,67,152.4,3
8661,C. Townsend,25,England,67,71,182.88,3
8662,L. Delgado,37,Colombia,67,67,182.88,3
8663,F. Heerkens,28,Netherlands,67,67,182.88,3
8664,T. Dierckx,23,Belgium,67,72,152.4,5
8665,L. Rolón,23,Argentina,67,75,152.4,3
8666,J. De la Cuesta,35,Colombia,67,67,182.88,3
8667,J. Martínez,31,Mexico,67,67,152.4,3
8668,J. Spearing,29,England,67,67,152.4,3
8669,J. Edwards,27,England,67,67,152.4,4
8670,J. Gonzalez,23,United States,67,77,182.88,2
8671,K. Karami,28,Morocco,67,67,152.4,4
8672,N. Lozano,24,Colombia,67,72,182.88,3
8673,L. Camp,33,Northern Ireland,67,67,182.88,3
8674,L. Hyam,26,England,67,68,152.4,3
8675,O. Vásquez,28,Colombia,67,67,152.4,4
8676,M. Polster,25,United States,67,72,182.88,2
8677,Ribamar,21,Brazil,67,78,182.88,2
8678,R. Sandoval,23,Peru,67,76,152.4,4
8679,Gonzalo Verdú,29,Spain,67,67,182.88,3
8680,A. Halliday,26,Scotland,67,68,152.4,3
8681,T. Casasola,22,Argentina,67,75,182.88,3
8682,J. Stojanović,26,Serbia,67,69,182.88,4
8683,J. Burić,31,Bosnia Herzegovina,67,67,182.88,2
8684,H. Stengel,22,Norway,67,75,152.4,4
8685,Paolo Fernandes,19,Spain,67,78,152.4,3
8686,Rufo,25,Spain,67,71,152.4,3
8687,T. Hysén,36,Sweden,67,67,152.4,3
8688,Yun Suk Young,28,Korea Republic,67,67,182.88,3
8689,J. Forster-Caskey,24,England,67,74,152.4,2
8690,N. Palacios,26,Colombia,67,70,182.88,3
8691,Jhonnattann,28,Brazil,67,67,152.4,3
8692,D. Efremov,23,Russia,67,72,152.4,4
8693,B. San Juan,24,Chile,67,73,152.4,3
8694,R. Henry,20,England,67,77,152.4,2
8695,B. Baningime,19,DR Congo,67,81,152.4,3
8696,Zhao Xuri,32,China PR,67,67,182.88,3
8697,K. Luijckx,32,Netherlands,67,67,182.88,3
8698,Tiago Caeiro,34,Portugal,67,67,182.88,3
8699,S. Moreo,25,Italy,67,71,182.88,3
8700,L. Maciel,22,Argentina,67,75,152.4,3
8701,M. Gibbs-White,18,England,67,86,152.4,2
8702,Ibson Melo,28,Brazil,67,67,152.4,3
8703,D. De Silva,21,Australia,67,78,152.4,4
8704,N. Hagglund,25,United States,67,71,182.88,3
8705,G. Gutiérrez,28,Colombia,67,67,152.4,3
8706,D. Nikolaou,19,Greece,67,77,182.88,2
8707,J. Valencia,23,Ecuador,67,73,152.4,4
8708,K. Nagasawa,26,Japan,67,67,152.4,4
8709,I. Yagan,28,Armenia,67,67,152.4,2
8710,A. Bruce,33,Northern Ireland,67,67,152.4,2
8711,M. Bokadi,26,DR Congo,67,71,182.88,2
8712,Cleylton,25,Brazil,67,71,182.88,2
8713,Ilsinho,32,Brazil,67,67,152.4,3
8714,G. Moncini,22,Italy,67,75,182.88,3
8715,M. Jarvis,32,England,67,67,152.4,4
8716,F. Carvalho,24,Uruguay,67,73,182.88,2
8717,Iban Salvador,22,Equatorial Guinea,67,75,152.4,3
8718,Ricardo Machado,29,Portugal,67,67,182.88,3
8719,M. Vigorito,28,Italy,67,67,182.88,2
8720,S. Gallucci,27,Argentina,67,69,152.4,3
8721,F. Manzano,24,Chile,67,74,152.4,3
8722,B. Sweat,26,United States,67,68,182.88,2
8723,V. Rodić,24,Montenegro,67,70,152.4,3
8724,M. El Hankouri,21,Morocco,67,74,152.4,4
8725,M. Figueroa,35,Honduras,67,67,152.4,2
8726,Hicham,20,Morocco,67,78,152.4,3
8727,M. Čovilo,32,Serbia,67,67,182.88,2
8728,G. Hamer,21,Netherlands,67,76,152.4,4
8729,P. Kammerbauer,21,Germany,67,77,152.4,4
8730,N. Ramos,36,Colombia,67,67,182.88,3
8731,A. Grant,31,England,67,67,152.4,3
8732,M. Gómez,19,Argentina,67,79,152.4,3
8733,Javi Sánchez,21,Spain,67,79,182.88,3
8734,L. Brattan,28,Australia,67,67,152.4,3
8735,H. Jimenez,29,United States,67,67,152.4,3
8736,V. Vermeij,23,Netherlands,67,71,182.88,2
8737,S. Muroya,24,Japan,67,71,152.4,4
8738,P. Michorl,23,Austria,67,78,152.4,3
8739,F. N'Goma,25,France,67,70,152.4,3
8740,M. Lekven,30,Norway,67,67,152.4,4
8741,R. Tafazolli,26,England,67,68,182.88,2
8742,F. Telechea,36,Argentina,67,67,152.4,3
8743,J. Hergault,32,France,67,67,182.88,4
8744,T. Loska,22,Poland,67,75,182.88,2
8745,L. Geminiani,27,Argentina,67,68,152.4,3
8746,G. Arteaga,19,Mexico,67,75,152.4,3
8747,C. Del Grosso,35,Italy,67,67,152.4,2
8748,D. Srbeny,24,Germany,67,71,182.88,3
8749,R. Meara,27,Republic of Ireland,67,69,182.88,3
8750,E. Acolatse,22,Netherlands,67,72,152.4,4
8751,M. Garrido,32,Argentina,67,67,152.4,3
8752,C. Burke,34,Scotland,67,67,152.4,4
8753,B. Vides,25,Argentina,67,72,152.4,3
8754,L. Comas,23,Argentina,67,73,152.4,3
8755,Benito,22,Spain,67,75,152.4,3
8756,J. Martinez,21,Chile,67,75,152.4,3
8757,Fali,24,Spain,67,73,182.88,3
8758,Chus Herrero,34,Spain,67,67,182.88,3
8759,Kim Oh Gyu,29,Korea Republic,67,67,182.88,3
8760,U. Rivas,22,Mexico,67,73,152.4,2
8761,C. Lizarazo,27,Colombia,67,67,152.4,3
8762,D. Braaten,36,Norway,67,67,182.88,4
8763,Lazo,22,Spain,67,75,152.4,3
8764,L. Mago,23,Venezuela,67,73,182.88,2
8765,A. Bannink,28,Netherlands,66,66,182.88,3
8766,S. Wootton,26,England,66,69,182.88,3
8767,H. Mojica,25,Colombia,66,70,152.4,3
8768,T. McNamara,27,United States,66,66,152.4,3
8769,Kwak Tae Hwi,36,Korea Republic,66,66,182.88,4
8770,C. Martins Pereira,21,Luxembourg,66,78,182.88,3
8771,O. Bogle,24,England,66,70,182.88,5
8772,N. Devlin,24,Scotland,66,68,182.88,3
8773,M. Marras,24,Italy,66,68,152.4,4
8774,B. Godfrey,20,England,66,79,182.88,3
8775,D. de Wit,20,Netherlands,66,75,182.88,3
8776,José Carlos,22,Spain,66,76,182.88,3
8777,M. Sordell,27,England,66,66,152.4,3
8778,S. Carrasco,29,United States,66,66,152.4,3
8779,M. Gelabert,36,Argentina,66,66,152.4,3
8780,H. Watanabe,30,Japan,66,66,182.88,3
8781,K. Rodrigues Pires,26,Portugal,66,67,152.4,3
8782,B. Manuel,21,Belgium,66,74,152.4,4
8783,Álex López,24,Spain,66,71,182.88,3
8784,L. Cabezas,32,Colombia,66,66,182.88,3
8785,A. Bussaglia,21,Italy,66,76,152.4,3
8786,L. Copete,29,Nicaragua,66,66,152.4,2
8787,M. Crimi,28,Italy,66,66,152.4,4
8788,D. Toia,26,United States,66,68,152.4,2
8789,D. Bakker,23,Netherlands,66,70,152.4,3
8790,Lucas,25,Brazil,66,70,182.88,3
8791,Neto Borges,21,Brazil,66,75,182.88,3
8792,D. Frare,22,Italy,66,74,182.88,3
8793,C. Rivas,24,Colombia,66,73,152.4,2
8794,B. Straalman,21,Netherlands,66,72,182.88,2
8795,T. Chalobah,18,England,66,81,182.88,3
8796,K. Jóźwiak,20,Poland,66,84,152.4,3
8797,U. Bangura,30,Sierra Leone,66,66,152.4,3
8798,P. Strand,23,Norway,66,72,152.4,3
8799,F. Ahmadzadeh,25,Iran,66,67,152.4,3
8800,K. Engel,29,Kazakhstan,66,66,152.4,3
8801,A. Straith,27,Canada,66,66,182.88,2
8802,Y. Rivera,29,Colombia,66,66,152.4,3
8803,K. Opseth,28,Norway,66,66,182.88,4
8804,J. Naismith,24,Scotland,66,72,182.88,3
8805,Evander,20,Brazil,66,81,152.4,4
8806,Íñigo López,35,Spain,66,66,182.88,3
8807,E. Correa,25,Colombia,66,69,182.88,3
8808,M. Steinmann,23,Germany,66,73,182.88,4
8809,Y. Toyoda,33,Japan,66,66,182.88,4
8810,E. Atuesta,21,Colombia,66,80,152.4,4
8811,A. Abeid,20,Mauritania,66,74,152.4,3
8812,P. Barrios,28,Argentina,66,68,152.4,3
8813,H. Pertuz,29,Colombia,66,66,182.88,2
8814,F. Strauss,23,Austria,66,71,182.88,3
8815,R. Schwartz,28,Denmark,66,66,182.88,3
8816,F. Moyano,20,Argentina,66,79,152.4,3
8817,C. Kum,32,Germany,66,66,182.88,4
8818,M. Albertazzi,27,Italy,66,66,182.88,3
8819,B. Santalab,35,Australia,66,66,152.4,4
8820,F. Nordkvelle,32,Norway,66,66,152.4,3
8821,David Haro,27,Spain,66,66,152.4,3
8822,Jadson,26,Brazil,66,68,182.88,2
8823,João Gabriel,29,Brazil,66,66,182.88,4
8824,J. Villarreal,24,United States,66,71,152.4,4
8825,T. Thompson,22,United States,66,70,152.4,2
8826,Reinildo,24,Mozambique,66,70,152.4,3
8827,Z. Flemming,19,Netherlands,66,78,182.88,3
8828,A. Forde,24,Republic of Ireland,66,69,152.4,3
8829,F. Olinga,22,Cameroon,66,73,152.4,3
8830,Gaspar,20,Spain,66,74,152.4,3
8831,H. Okuno,28,Japan,66,66,152.4,3
8832,Y. Takahashi,33,Japan,66,66,152.4,4
8833,M. Mirić,31,Serbia,66,66,182.88,3
8834,K. Vassell,25,Northern Ireland,66,70,182.88,5
8835,Rafa Páez,23,Spain,66,71,182.88,3
8836,D. Dianessy,22,France,66,73,182.88,4
8837,R. McGree,19,Australia,66,77,152.4,3
8838,J. Goossens,29,Netherlands,66,66,152.4,3
8839,G. Acosta,26,Mexico,66,67,152.4,3
8840,M. Ihiekwe,25,England,66,68,182.88,3
8841,J. Wildsmith,22,England,66,76,182.88,3
8842,R. Burke,21,England,66,76,182.88,3
8843,N. Larsen,27,Denmark,66,69,182.88,3
8844,A. Al Ghamdi,23,Saudi Arabia,66,72,152.4,3
8845,Manu García,27,Spain,66,70,182.88,2
8846,J. Keita,19,Guinea,66,78,152.4,3
8847,D. Adorni,25,Italy,66,70,182.88,3
8848,C. Gutiérrez,21,Canada,66,78,152.4,2
8849,Ha Chang Rae,23,Korea Republic,66,72,182.88,3
8850,S. Kiyine,20,Morocco,66,79,182.88,3
8851,E. Eze,21,Nigeria,66,77,182.88,3
8852,M. Ødegaard,25,Norway,66,71,182.88,3
8853,V. Ranković,25,Germany,66,70,152.4,3
8854,Pedro Chirivella,21,Spain,66,75,152.4,3
8855,A. Al Obaid,25,Saudi Arabia,66,70,152.4,3
8856,B. Gimber,21,Germany,66,77,182.88,3
8857,Theo Ryuki,22,Japan,66,73,152.4,2
8858,Miranda,18,Spain,66,81,182.88,3
8859,B. Inman,26,Australia,66,66,182.88,3
8860,Aridai,29,Spain,66,66,152.4,3
8861,C. Lenz,23,Germany,66,72,152.4,3
8862,Sun Jie,26,China PR,66,70,182.88,3
8863,B. Rovira,21,Colombia,66,79,152.4,3
8864,R. Pirrello,22,Italy,66,76,182.88,3
8865,G. Vlijter,21,Suriname,66,72,152.4,4
8866,Álex Díez,22,Spain,66,75,152.4,3
8867,N. Dumitru,26,Italy,66,66,182.88,3
8868,K. Al Ghamdi,30,Saudi Arabia,66,66,152.4,3
8869,M. Boyle,25,Australia,66,69,152.4,3
8870,D. Saddiki,21,Netherlands,66,73,152.4,3
8871,S. Franklin,33,United States,66,66,152.4,2
8872,S. Ingelsson,20,Sweden,66,78,182.88,3
8873,Josimar Feijoo,26,Brazil,66,66,152.4,2
8874,S. Diaz,22,Chile,66,74,152.4,3
8875,Manu Vallejo,21,Spain,66,80,152.4,3
8876,Lee Sang Ho,31,Korea Republic,66,66,152.4,3
8877,F. Kurto,27,Poland,66,68,182.88,1
8878,A. Witry,22,Norway,66,71,152.4,2
8879,L. Varney,35,England,66,66,152.4,3
8880,Valverde,33,Spain,66,66,152.4,3
8881,H. Taniguchi,33,Japan,66,66,182.88,3
8882,J. Blåbjerg,23,Denmark,66,72,152.4,4
8883,J. Emmanuel,20,England,66,74,152.4,3
8884,N. Gauna,26,Argentina,66,67,152.4,3
8885,P. Kovář,32,Czech Republic,66,66,182.88,2
8886,F. Holst,23,Denmark,66,71,152.4,3
8887,B. Barker,21,England,66,73,152.4,4
8888,L. Trotter,29,England,66,66,182.88,2
8889,F. Narsingh,30,Netherlands,66,66,152.4,5
8890,D. Gustavsson,27,Sweden,66,66,152.4,3
8891,C. Dajome,24,Colombia,66,71,152.4,2
8892,M. Trapp,26,Germany,66,67,182.88,3
8893,A. Mintzel,36,Germany,66,66,152.4,3
8894,M. Piossek,28,Poland,66,66,152.4,4
8895,Borja Granero,28,Spain,66,67,182.88,3
8896,Son Jeong Hyeon,26,Korea Republic,66,70,182.88,3
8897,Kim Sung Ju,27,Korea Republic,66,66,152.4,3
8898,C. Dieng,24,Senegal,66,68,152.4,3
8899,L. Sinisterra,19,Colombia,66,79,152.4,2
8900,M. Cabit,25,France,66,71,152.4,3
8901,O. Wijndal,18,Netherlands,66,80,152.4,2
8902,N. Vujadinović,31,Montenegro,66,66,182.88,3
8903,M. Delač,25,Croatia,66,69,182.88,2
8904,D. Herner,34,Argentina,66,66,182.88,2
8905,M. Hilßner,23,Germany,66,75,182.88,2
8906,Beto da Silva,21,Peru,66,76,152.4,3
8907,Bastos,26,Spain,66,69,152.4,3
8908,D. Jastrzembski,18,Germany,66,84,152.4,3
8909,F. Farnolle,33,Benin,66,66,182.88,2
8910,M. Lorenz,29,Germany,66,66,182.88,3
8911,K. Kallaste,29,Estonia,66,66,182.88,3
8912,N. Opoku,20,Ghana,66,80,182.88,4
8913,S. Ağçay,36,Turkey,66,66,152.4,2
8914,M. Wassey,30,Canada,66,66,182.88,3
8915,P. Micin,19,Serbia,66,83,182.88,3
8916,M. Crépeau,24,Canada,66,72,152.4,2
8917,J. Helmer,20,Netherlands,66,75,152.4,3
8918,C. Doudin,31,Switzerland,66,66,182.88,3
8919,M. Mak,26,Poland,66,66,152.4,4
8920,S. Sharahili,28,Saudi Arabia,66,66,152.4,3
8921,N. Datković,25,Croatia,66,71,182.88,2
8922,E. Lancini,24,Italy,66,71,182.88,2
8923,Jailson Acuna,30,Brazil,66,66,182.88,2
8924,P. Pawlett,27,Scotland,66,66,152.4,4
8925,J. Hardeveld,23,Netherlands,66,70,182.88,3
8926,J. Kliment,24,Czech Republic,66,70,182.88,3
8927,R. Goreux,30,Haiti,66,66,152.4,4
8928,C. Vargas,19,Mexico,66,76,152.4,3
8929,A. Fuenmayor,21,Venezuela,66,75,182.88,3
8930,R. Åhman Persson,31,Sweden,66,66,182.88,3
8931,M. Slavov,27,Ukraine,66,66,182.88,3
8932,Lee Chan Dong,25,Korea Republic,66,69,182.88,3
8933,D. Szymański,23,Poland,66,74,152.4,3
8934,S. Stolze,23,Germany,66,72,182.88,3
8935,B. Tekpetey,20,Ghana,66,76,152.4,5
8936,F. El Mellali,21,Algeria,66,74,152.4,3
8937,M. Doughty,25,Wales,66,69,182.88,4
8938,M. Szczepaniak,27,Poland,66,66,182.88,3
8939,A. Martínez,24,Chile,66,71,152.4,4
8940,T. Teniste,30,Estonia,66,66,152.4,3
8941,G. Korte,24,Netherlands,66,68,152.4,3
8942,B. Alnwick,31,England,66,66,182.88,3
8943,D. Acosta,20,United States,66,79,152.4,3
8944,B. Manu,21,Germany,66,75,152.4,4
8945,Jin Seong Wook,24,Korea Republic,66,73,182.88,4
8946,S. Akasaki,26,Japan,66,66,152.4,3
8947,S. N'Guessan,23,Ivory Coast,66,72,152.4,3
8948,A. Angoula,37,France,66,66,182.88,3
8949,K. Pedersen,25,Denmark,66,71,182.88,3
8950,J. Brayford,30,England,66,66,152.4,3
8951,S. Suciu,28,Romania,66,66,182.88,3
8952,M. Ricci,24,Italy,66,70,152.4,2
8953,Morillas,31,Spain,66,66,182.88,2
8954,K. Andersen,32,Belgium,66,66,182.88,3
8955,F. Varela,22,Argentina,66,75,152.4,3
8956,Júnior Negão,31,Brazil,66,66,182.88,2
8957,F. Casarini,28,Italy,66,66,152.4,3
8958,J. Omolo,28,Kenya,66,66,152.4,3
8959,C. Chapman,23,Australia,66,71,182.88,3
8960,Rúben Oliveira,23,Portugal,66,73,152.4,3
8961,S. Lizana,25,Chile,66,68,152.4,3
8962,K. Hidalgo,22,Chile,66,71,152.4,2
8963,J. Mackie,32,Scotland,66,66,152.4,3
8964,Han Seung Gyu,21,Korea Republic,66,74,152.4,3
8965,Narcisso Mau,30,Brazil,66,66,152.4,4
8966,L. Reis,18,Netherlands,66,79,152.4,3
8967,C. Gomes,17,France,66,84,152.4,3
8968,L. Angulo,22,Colombia,66,73,152.4,3
8969,E. Domaschke,32,Germany,66,66,182.88,2
8970,M. Nizam,27,Turkey,66,66,182.88,2
8971,B. Halloran,26,Australia,66,67,182.88,3
8972,P. Möschl,25,Austria,66,68,152.4,3
8973,M. Milec,26,Slovenia,66,67,152.4,3
8974,F. Bambock,23,France,66,70,152.4,3
8975,S. Vasiliadis,20,Germany,66,77,152.4,3
8976,Rui Silva,22,Portugal,66,76,152.4,3
8977,T. van de Looi,18,Netherlands,66,78,152.4,3
8978,M. Orozco,32,United States,66,66,152.4,4
8979,M. N'Doye,26,Senegal,66,68,152.4,2
8980,E. Sarraj,28,Saudi Arabia,66,66,152.4,3
