,Name,Age,Club,OVA,POT,Height,Nationality,BP,PAC,SHO,PAS,DRI,DEF,PHY
7452,S. Ernst,25,SpVgg Greuther Fürth,67,70,178,Germany,CM,65,54,64,72,53,60
7453,Fede,23,Real Valladolid CF,73,79,175,Spain,CDM,61,55,66,65,70,74
7454,B. Spittal,24,Ross County FC,64,70,183,Scotland,RM,77,59,61,66,32,55
7455,P. Bourdin,26,Beerschot AC,65,68,185,France,CB,65,27,49,43,65,65
7456,M. Egho,26,Randers FC,65,68,188,Austria,ST,78,61,55,65,38,69
7457,S. Posch,23,TSG 1899 Hoffenheim,75,79,188,Austria,CB,69,29,49,43,79,70
7458,R. Renner,26,LASK Linz,69,70,183,Austria,LM,80,61,64,68,62,63
7459,T. Rieder,26,1. FC Kaiserslautern,66,69,185,Germany,CB,62,33,51,52,67,73
7460,M. Schuster,24,SV Waldhof Mannheim,67,73,178,Germany,CDM,66,53,59,66,63,72
7461,Granell,31,Girona FC,73,73,175,Spain,CDM,61,71,76,70,67,68
7462,O. Rivero,28,Santos Laguna,71,71,185,Uruguay,ST,70,72,48,69,25,77
7463,T. Wellenreuther,24,RSC Anderlecht,71,75,185,Germany,GK,74,67,66,72,53,68
7464,W. Weghorst,27,VfL Wolfsburg,81,81,198,Netherlands,ST,65,82,59,69,39,85
7465,S. Rochet,27,Nacional de Montevideo,69,73,190,Uruguay,GK,71,66,63,72,48,65
7466,E. Marxen,29,Randers FC,65,65,185,Denmark,CB,64,49,58,62,65,70
7467,R. Gosens,25,Atalanta,82,82,183,Germany,LM,83,74,78,77,77,80
7468,A. Vural,29,Sivasspor,66,67,188,Turkey,GK,68,62,59,72,45,66
7469,V. Muriqi,26,Lazio,76,79,193,Kosovo,ST,60,76,55,68,28,82
7470,D. Toköz,24,Beşiktaş JK,73,78,180,Turkey,CDM,71,65,66,70,72,71
7471,S. Lainer,27,Borussia Mönchengladbach,80,80,175,Austria,RB,80,63,70,75,73,80
7472,C. MacGillivray,27,Portsmouth,68,71,188,Scotland,GK,68,65,64,70,50,66
7473,R. García Guerreño,30,Club Guaraní,69,69,183,Paraguay,CB,52,41,47,48,69,75
7474,X. Mous,24,PEC Zwolle,67,73,188,Netherlands,GK,69,66,65,65,39,63
7475,Eguaras,28,Real Zaragoza,70,70,180,Spain,CDM,60,58,73,64,67,77
7476,S. Dooley,28,Rochdale,64,64,180,Northern Ireland,LM,70,57,61,64,39,43
7477,G. Stewart,30,Rangers FC,68,68,178,Scotland,CF,72,65,66,71,30,60
7478,S. Kingsley,24,Hull City,67,69,178,Scotland,CB,61,37,63,67,69,65
7479,O. Çınar,24,MKE Ankaragücü,71,77,175,Turkey,CAM,76,66,70,75,25,58
7480,D. Steininger,25,1. FC Magdeburg,61,64,188,Germany,ST,73,59,52,62,31,60
7481,G. Jung,25,Hamburger SV,71,75,188,Germany,CB,69,41,58,61,72,72
7482,M. Ritter,25,1. FC Kaiserslautern,66,70,173,Germany,CAM,69,63,62,72,22,58
7483,M. Schulz,25,FC Luzern,67,74,185,Germany,CDM,61,62,59,64,66,72
7484,V. Yurchenko,24,Vejle Boldklub,67,70,180,Ukraine,CAM,67,60,66,68,50,58
7485,A. Singh,25,India,58,62,185,India,GK,56,53,54,60,43,63
7486,D. Szymański,25,AEK Athens,68,73,183,Poland,CDM,67,59,58,63,62,74
7487,A. Prokić,31,Stal Mielec,63,63,178,Serbia,LM,76,60,57,64,33,61
7488,S. Becker,25,1. FC Union Berlin,68,70,180,Netherlands,RM,92,64,59,69,31,66
7489,R. Niyaz,25,Denizlispor,70,75,165,Turkey,CAM,75,58,70,72,61,55
7490,S. Grahovac,27,SK Rapid Wien,70,71,183,Bosnia Herzegovina,CDM,63,58,64,63,68,74
7491,P. Schobesberger,26,SK Rapid Wien,69,70,175,Austria,LM,90,62,64,69,44,69
7492,G. Karadeniz,30,Hatayspor,67,67,178,Turkey,CAM,72,67,64,68,38,67
7493,G. Maris,24,Mansfield Town,62,69,180,England,RM,69,56,60,62,55,61
7494,D. van Bruggen,23,VVV-Venlo,65,72,185,Netherlands,CB,64,56,49,54,62,72
7495,J. Rodríguez,26,Cruz Azul,78,79,178,Uruguay,ST,87,78,68,81,38,76
7496,João Afonso,30,Santa Clara,69,69,188,Portugal,CB,43,31,46,51,71,74
7497,Juan Cámara,26,Dinamo Bucureşti,68,69,180,Spain,LM,77,66,67,69,53,50
7498,T. Königsmann,23,SV Waldhof Mannheim,64,71,185,Germany,GK,66,65,57,69,47,59
7499,Mei Fang,30,Guangzhou Evergrande Taobao FC,67,67,183,China PR,CB,63,29,46,50,68,67
7500,S. Milinković-Savić,25,Lazio,85,89,190,Serbia,CM,69,79,80,83,79,85
7501,F. Rawson,23,Mansfield Town,64,71,193,England,CB,55,27,45,47,64,75
7502,Agus Medina,25,Birmingham City,64,67,178,Spain,RB,67,37,51,61,64,50
7503,O. Salinas,32,Oriente Petrolero,68,68,170,Chile,LW,91,63,56,69,28,77
7504,S. Lovrič,22,FC Lugano,67,74,180,Slovenia,CM,46,58,65,66,62,67
7505,A. Gruber,25,LASK Linz,70,72,175,Austria,CAM,74,71,67,70,31,63
7506,T. Schützenauer,23,SK Sturm Graz,63,69,183,Austria,GK,63,60,65,63,37,64
7507,A. Walongwa,25,FC Nantes,64,67,183,Congo,CB,51,28,39,43,63,69
7508,V. Rongier,25,Olympique de Marseille,80,83,173,France,CM,61,73,76,80,75,63
7509,Hugo Seco,32,Farense,66,66,175,Portugal,LW,76,61,60,69,40,63
7510,D. Furlong,24,West Bromwich Albion,71,76,183,England,RB,74,36,59,69,69,67
7511,L. Ramos,30,Pachuca,70,70,185,Argentina,ST,69,70,54,67,32,78
7512,A. Nübel,23,FC Bayern München,75,83,193,Germany,GK,75,65,71,85,47,76
7513,P. Bernardoni,23,Angers SCO,78,84,190,France,GK,78,74,73,84,29,77
7514,S. Jacob,27,1. FC Saarbrücken,64,64,183,Germany,ST,73,62,50,64,29,61
7515,J. Gerezgiher,23,SG Sonnenhof Großaspach,61,67,175,Germany,CAM,69,52,58,66,38,47
7516,P. Ng,24,Crewe Alexandra,67,74,180,England,RB,75,48,59,61,63,71
7517,P. Johansson,25,Kalmar FF,64,69,185,Sweden,RWB,81,52,53,62,54,74
7518,A. Palmer,23,Lincoln City,65,73,190,England,GK,66,65,64,66,32,64
7519,B. Comley,24,Bolton Wanderers,65,72,180,Montserrat,CDM,70,47,60,60,64,70
7520,A. Bouchalakis,27,Olympiacos CFP,72,73,185,Greece,CM,59,67,72,68,68,75
7521,S. Bastien,23,Standard de Liège,74,79,175,Belgium,CM,71,67,73,75,66,71
7522,A. Leya Iseka,22,Toulouse Football Club,70,76,183,Belgium,ST,81,71,60,69,27,71
7523,G. Nilsson,23,Falkenbergs FF,63,69,198,Sweden,ST,53,63,48,59,26,69
7524,K. Hazard,24,KSV Cercle Brugge,69,72,170,Belgium,CAM,80,59,64,75,28,64
7525,M. Southam-Hales,24,Fleetwood Town,55,61,173,Wales,RB,67,43,51,54,53,49
7526,D. Tutonda,24,Bristol Rovers,60,63,180,DR Congo,LWB,77,43,48,62,55,63
7527,David Soria,27,Getafe CF,82,84,193,Spain,GK,83,81,72,84,41,81
7528,L. Pirard,25,Waasland-Beveren,66,69,190,Belgium,GK,66,63,62,69,34,62
7529,L. Torreira,24,Arsenal,81,85,168,Uruguay,CDM,74,67,75,79,79,74
7530,R. Kongolo,22,SC Heerenveen,68,76,188,Netherlands,CDM,74,54,58,66,63,78
7531,C. Humphreys-Grant,21,SV Zulte-Waregem,62,71,185,England,CB,62,32,48,52,62,66
7532,B. Babić,22,FC St. Gallen,64,75,180,Switzerland,ST,82,61,48,65,27,64
7533,V. Vasić,30,Royal Excel Mouscron,69,70,185,Serbia,GK,74,59,67,72,44,71
7534,J. Jones,24,Lincoln City,61,66,175,Scotland,CAM,68,56,61,63,47,59
7535,Manu García,22,Real Sporting de Gijón,72,83,170,Spain,CAM,73,64,72,77,38,52
7536,Paolo Fernandes,21,C.D. Castellón,66,75,170,Spain,CAM,77,64,60,71,35,46
7537,M. Clark,24,Vitesse,70,74,180,England,LWB,72,54,66,66,67,71
7538,R. Watson,24,Scunthorpe United,60,67,190,England,GK,57,57,55,63,44,60
7539,R. Fallowfield,24,Harrogate Town,59,64,175,England,RWB,72,46,53,58,53,64
7540,H. Cardwell,22,Grimsby Town,54,58,188,Scotland,ST,70,51,38,50,34,57
7541,L. Ward,23,Exeter City,62,70,196,England,GK,62,60,60,62,45,61
7542,N. Husin,22,Stevenage,60,69,178,Afghanistan,CM,63,56,60,60,53,62
7543,M. Osei Kwadwo,24,1. FC Magdeburg,62,65,170,Ghana,CAM,80,52,55,69,31,51
7544,S. Mugoša,28,Incheon United FC,70,70,188,Montenegro,ST,68,69,48,68,24,71
7545,N. Mousa,33,Al Hazem,62,62,165,Saudi Arabia,LB,79,52,51,58,56,68
7546,Sergio Herrera,27,CA Osasuna,76,78,193,Spain,GK,77,76,73,76,47,73
7547,G. Ekpolo,25,BK Häcken,68,72,180,Nigeria,RB,76,37,57,65,64,78
7548,José Suárez,24,Girona FC,66,73,188,Spain,GK,67,63,69,68,47,66
7549,Sergi Canós,23,Brentford,70,76,175,Spain,CAM,72,67,64,73,52,63
7550,J. Williams,24,Blackpool,64,70,183,Wales,CB,57,42,59,58,63,69
7551,Rubén Mesa,26,Villarreal CF,62,63,183,Spain,ST,57,64,46,58,25,63
7552,Pedro Chirivella,23,FC Nantes,68,76,178,Spain,CM,64,51,67,68,61,67
7553,S. Ojo,23,Cardiff City,67,76,178,England,LM,78,60,61,69,31,56
7554,M. Lopez,22,Olympique de Marseille,75,78,168,France,CAM,70,67,77,78,65,55
7555,A. Marušić,27,Lazio,77,77,185,Montenegro,RM,87,71,72,76,72,75
7556,M. Schwäbe,25,Brøndby IF,68,73,188,Germany,GK,71,68,77,69,46,63
7557,Juan Muñoz,24,CD Leganés,69,74,178,Spain,ST,65,72,52,70,21,65
7558,P. Dziczek,22,Lazio,68,77,180,Poland,CDM,63,47,60,65,63,73
7559,D. Blanco,25,Independiente,72,76,168,Argentina,RM,82,65,72,79,57,66
7560,J. Tverskov,27,Odense Boldklub,69,71,185,Denmark,CB,54,43,55,60,70,71
7561,H. Konaté,25,Valenciennes FC,63,66,183,Ivory Coast,GK,63,61,62,66,53,58
7562,K. Toko-Ekambi,27,Olympique Lyonnais,78,78,185,Cameroon,ST,81,79,67,78,27,69
7563,André Simões,30,AEK Athens,74,74,178,Portugal,CDM,77,68,71,74,74,70
7564,K. Phillips,24,Leeds United,76,82,178,England,CDM,66,66,70,68,73,83
7565,P. Müller,23,SC Preußen Münster,64,68,175,Germany,RM,80,58,58,67,32,52
7566,M. Komenda,23,Holstein Kiel,65,72,183,Germany,CB,81,39,53,57,63,75
7567,J. Bachmann,24,1. FC Kaiserslautern,64,69,196,Germany,CB,52,45,54,53,63,80
7568,N. Mbemba,25,Le Havre AC,64,69,183,France,CAM,64,59,64,67,60,64
7569,T. Denton,23,Stevenage,62,67,175,England,LB,78,48,57,62,58,59
7570,L. Coyle,24,Hull City,67,73,173,England,RB,71,34,56,63,62,64
7571,E. Aguirre,23,Pachuca,71,80,173,Mexico,RM,88,54,67,70,64,68
7572,Ricardinho,26,FC Voluntari,65,68,180,Portugal,RB,71,55,57,60,62,66
7573,Dyego Sousa,30,SL Benfica,76,76,190,Portugal,ST,57,77,61,74,30,81
7574,A. Capello,23,Venezia FC,67,72,183,Italy,ST,78,65,57,64,30,62
7575,Crislan,28,SC Braga,67,67,193,Brazil,ST,75,67,56,64,29,70
7576,T. Moore,21,Colchester United,62,69,178,England,RB,82,37,52,60,57,64
7577,D. Gómez,28,AC Mineros de Guayana,61,61,183,Venezuela,LW,73,55,50,64,28,61
7578,M. Riquelme,31,Club Bolívar,69,69,178,Argentina,ST,89,67,52,66,24,70
7579,Querol,31,Cádiz CF,66,66,183,Spain,RM,86,62,59,63,53,67
7580,Jesús Imaz,29,Jagiellonia Białystok,69,69,178,Spain,RW,80,68,64,72,31,67
7581,R. Murić,21,SC Braga,67,75,180,Croatia,CAM,79,61,61,76,27,61
7582,R. Rubin,22,Club Tijuana,67,74,180,United States,RW,74,64,61,68,28,63
7583,H. Martín,27,Club América,75,76,178,Mexico,ST,75,74,65,75,38,73
7584,S. Amrabat,23,Fiorentina,77,84,185,Morocco,CDM,78,60,74,79,75,81
7585,Borja Iglesias,27,Real Betis,79,80,188,Spain,ST,66,78,64,73,35,80
7586,C. Leemans,24,PEC Zwolle,67,72,188,Netherlands,CM,54,71,71,63,58,72
7587,J. de Wijs,25,Hull City,71,74,188,Netherlands,CB,46,52,49,47,71,80
7588,M. Rayhi,26,Sparta Rotterdam,68,69,178,Netherlands,CAM,77,69,64,73,49,70
7589,A. Ciranni,24,Royal Excel Mouscron,68,72,173,Belgium,RWB,72,56,65,68,63,49
7590,R. Bensebaini,25,Borussia Mönchengladbach,79,82,185,Algeria,CB,69,57,71,74,77,80
7591,R. Aguirre,25,LDU Quito,70,73,185,Uruguay,ST,76,72,54,66,23,66
7592,I. Chochev,26,Pescara,71,72,188,Bulgaria,CM,64,68,70,70,67,69
7594,S. Mmaee,23,Sint-Truidense VV,65,72,180,Belgium,CB,68,32,50,56,63,73
7595,T. Ebuehi,24,FC Twente,66,71,188,Nigeria,CB,87,40,52,64,63,59
7596,F. Kamano,24,Lokomotiv Moscow,75,78,175,Guinea,RM,85,73,67,77,35,61
7597,J. Andersen,24,Olympique Lyonnais,76,82,193,Denmark,CB,58,47,63,56,77,77
7598,A. Phillips,22,Morecambe,61,71,180,England,CAM,64,55,61,65,42,55
7599,A. Díaz,22,Club Atlas,65,72,175,Mexico,ST,74,62,56,64,27,60
7600,E. Sánchez,26,Club América,64,67,185,Mexico,CAM,56,57,63,68,39,58
7601,W. Boyle,24,Cheltenham Town,62,67,190,England,CB,53,27,36,38,63,70
7602,D. Luckassen,24,RSC Anderlecht,71,75,185,Netherlands,CB,76,58,66,68,69,77
7603,D. Dos Santos,22,Heracles Almelo,65,70,175,Netherlands,RM,86,55,59,69,35,49
7604,Dany Da Silva,23,FC Lausanne-Sport,58,66,188,Switzerland,GK,60,57,54,60,43,56
7605,M. Bilate,28,RKC Waalwijk,64,64,190,Netherlands,ST,77,65,47,58,24,76
7606,R. Zentner,25,1. FSV Mainz 05,75,79,193,Germany,GK,74,72,64,79,65,74
7607,P. Pflücke,22,KFC Uerdingen 05,64,73,170,Germany,LM,80,58,59,71,27,43
7608,C. Pavón,24,LA Galaxy,79,85,175,Argentina,CAM,91,76,75,79,49,74
7609,M. Pałaszewski,22,Śląsk Wrocław,61,72,175,Poland,RWB,65,48,62,65,59,62
7610,K. Ajer,22,Celtic,73,81,196,Norway,CB,70,55,57,66,73,82
7611,J. Kenny B,23,Everton,76,83,175,England,RB,71,49,67,71,74,70
7612,J. Williams,23,Bristol City,71,78,185,England,CDM,62,56,67,68,68,65
7613,T. Goiginger,27,Austria,74,74,180,Austria,RM,88,67,71,75,35,61
7614,G. Strezos,23,Willem II,65,73,185,Greece,GK,68,61,57,64,47,64
7615,S. Zdjelar,22,Olympiacos CFP,70,78,183,Serbia,CDM,67,55,59,64,70,69
7616,M. Gonçalves,24,Servette FC,59,64,175,Switzerland,LB,74,31,43,62,56,54
7617,Rúben Neves,23,Wolverhampton Wanderers,82,87,180,Portugal,CM,61,75,84,77,71,73
7618,L. Cook,23,Bournemouth,75,80,175,England,CM,69,63,76,77,66,68
7619,A. Gersbach,23,Aarhus GF,64,72,183,Australia,LB,80,36,55,62,59,66
7620,H. Matynia,24,Pogoń Szczecin,66,72,183,Poland,LB,80,45,52,59,61,64
7621,K. Świderski,23,PAOK,71,76,183,Poland,ST,66,73,56,68,31,68
7622,M. Wieteska,23,Legia Warszawa,67,75,188,Poland,CB,58,33,46,44,66,71
7623,A. Ryczkowski,23,Górnik Zabrze,60,65,178,Poland,RM,72,54,54,63,30,50
7624,Iván Calero,25,Málaga CF,67,72,175,Spain,RWB,75,48,62,67,61,56
7625,Joan Jordán,25,Sevilla FC,79,82,183,Spain,CM,65,75,79,77,67,75
7626,F. Børsting,25,Aalborg BK,64,67,183,Denmark,RM,75,58,59,66,58,75
7627,J. Cabrera,28,Unión de Santa Fe,71,71,168,Uruguay,RM,74,62,67,71,40,63
7628,B. Touré,25,Vitória Guimarães,62,64,170,Burkina Faso,CAM,63,54,59,67,54,50
7629,J. Sánchez,32,Junior FC,68,68,178,Colombia,CDM,69,62,66,67,63,73
7630,S. Leuko,26,Waasland-Beveren,65,65,175,Cameroon,RB,75,50,55,60,59,69
7631,N. Stefanelli,26,Unión La Calera,67,70,165,Argentina,ST,86,65,58,73,32,63
7632,M. Acuña,28,Sevilla FC,83,83,173,Argentina,LB,76,74,82,86,78,82
7633,L. Cueto,24,Viktoria Köln,63,69,175,Germany,RM,91,57,52,70,33,50
7634,L. Hoyos,31,Vélez Sarsfield,75,75,183,Argentina,GK,79,71,70,79,60,70
7635,Dani Ramírez,28,Lech Poznań,70,70,175,Spain,CAM,72,65,68,73,36,60
7636,A. Cannon,24,Portsmouth,65,72,175,England,RM,77,53,63,68,59,67
7637,G. Lanaro,34,Universidad Católica,71,71,183,Argentina,CB,43,34,50,47,69,78
7638,M. Doumbia,25,Stade de Reims,74,75,173,Mali,LM,82,69,69,77,38,63
7639,J. Muñoz,23,Deportes Iquique,58,63,178,Chile,LB,70,24,49,51,55,62
7640,J. Bowen,23,West Ham United,77,84,175,England,CAM,78,74,71,79,44,65
7641,B. Vécsei,25,FC Lugano,66,69,185,Hungary,CAM,60,64,66,70,56,73
7642,Philipe Sampaio,25,En Avant de Guingamp,68,72,190,Brazil,CB,34,36,45,44,68,80
7643,M. Bani,26,Bologna,72,75,188,Italy,CB,56,18,42,53,74,70
7644,M. Tévez,22,Newell's Old Boys,65,73,170,Argentina,CAM,77,61,62,69,25,58
7645,J. Gómez,24,Junior FC,66,75,183,Colombia,CB,50,30,45,57,64,75
7646,J. Larsson,23,Spartak Moscow,73,80,175,Sweden,ST,76,74,69,73,24,71
7647,C. Psyché,31,Kristiansund BK,66,66,185,France,CB,49,35,41,49,65,76
7648,Fábio Martins,26,Al Shabab,77,77,178,Portugal,LM,76,74,71,82,46,67
7649,B. Bahn,27,FC Hansa Rostock,66,66,180,Germany,RM,79,63,67,69,35,64
7650,Y. Gómez Andrade,28,Seattle Sounders FC,76,78,188,Colombia,CB,62,33,47,58,75,86
7651,K. Miazek,23,Leeds United,61,69,193,Poland,GK,60,59,62,62,45,58
7652,Antonio Romero,24,CE Sabadell FC,67,73,170,Spain,CM,62,57,64,64,61,65
7653,D. Tobin,22,UCD AFC,54,63,173,Republic of Ireland,RM,70,25,50,57,49,52
7654,Gonçalo Guedes,23,Valencia CF,81,87,178,Portugal,LM,87,79,76,81,36,69
7655,Luis Rioja,26,Deportivo Alavés,74,75,175,Spain,LM,80,67,69,76,32,52
7656,S. Friðjónsson,24,SC Paderborn 07,62,69,185,Iceland,CM,54,57,58,63,57,75
7657,M. Reinthaler,25,FC Hansa Rostock,64,68,193,Italy,CB,65,45,55,56,62,73
7658,J. Boga,23,Sassuolo,77,86,175,Ivory Coast,CAM,84,73,72,82,37,63
7659,M. Wittek,24,Vitesse,71,75,173,Germany,LB,78,62,65,69,65,65
7660,R. Neudecker,23,TSV 1860 München,65,70,175,Germany,CAM,74,58,66,72,47,54
7661,M. Wolf,25,Borussia Dortmund,76,79,188,Germany,RM,79,70,72,75,68,75
7662,N. Bürgy,24,BSC Young Boys,62,69,185,Switzerland,CB,48,29,43,46,62,65
7663,J. Otero,25,Amiens SC,72,75,183,Colombia,ST,88,74,65,71,31,68
7664,S. Väisänen,26,Chievo Verona,67,69,190,Finland,CB,53,39,53,57,68,66
7665,A. Buksa,23,New England Revolution,68,74,190,Poland,ST,69,67,56,65,30,68
7666,J. Pollersbeck,25,Olympique Lyonnais,71,75,196,Germany,GK,73,66,72,73,28,70
7667,B. Kamara,23,RC Strasbourg Alsace,73,82,193,France,GK,77,71,67,76,39,71
7668,H. Belkebla,26,Stade Brestois 29,73,76,178,Algeria,CDM,63,49,68,72,68,73
7669,G. Jones  B,24,Bolton Wanderers,64,69,178,Wales,RB,73,45,55,59,58,68
7670,Diogo Jota,23,Liverpool,80,86,178,Portugal,CAM,83,77,71,84,53,77
7671,V. Salazar B,27,San Lorenzo de Almagro,73,74,175,Argentina,RB,91,48,57,71,66,72
7672,W. Montoya,26,Racing Club,73,73,173,Argentina,RM,78,61,69,75,52,65
7673,Ba Dun,24,Beijing Sinobo Guoan FC,60,63,180,China PR,RM,77,55,53,60,40,62
7674,He Chao,25,Guangzhou Evergrande Taobao FC,62,67,178,China PR,CB,65,49,61,62,63,75
7675,Dong Chunyu,29,China PR,65,65,188,China PR,GK,65,64,66,65,46,65
7676,M. Greve,25,Randers FC,64,67,185,Denmark,CAM,69,57,63,64,51,64
7677,E. Brophy,24,Kilmarnock,68,73,175,Scotland,CAM,77,70,63,70,31,73
7678,F. Soyalp,25,Gazişehir Gaziantep F.K.,65,68,175,Turkey,CAM,66,58,66,69,51,59
7679,E. Ersoy,23,Le Havre AC,69,78,188,Turkey,CB,59,29,45,54,70,75
7680,Z. Çelik,23,LOSC Lille,77,83,180,Turkey,RB,78,42,70,71,73,74
7681,R. Henry,22,Brentford,73,80,170,England,LWB,91,40,59,73,67,70
7682,M. Šitum,28,Kayserispor,66,66,178,Croatia,LM,69,59,62,68,60,54
7683,L. Mancuso,28,Empoli,70,70,183,Italy,ST,76,70,62,72,34,68
7684,U. Rivas,24,Santos Laguna,71,77,178,Mexico,CDM,63,57,70,68,69,76
7685,W. Bou,26,Boca Juniors,72,73,175,Argentina,ST,73,74,66,73,36,72
7686,E. Bonifacio,25,Unión de Santa Fe,72,75,170,Argentina,RWB,77,57,66,74,67,73
7687,J. Simonsen,24,SønderjyskE,63,67,183,Denmark,RM,86,51,53,63,54,61
7688,T. Ciğerci,22,SpVgg Greuther Fürth,65,73,180,Turkey,RM,62,52,64,70,37,56
7689,R. Kent,23,Rangers FC,72,81,173,England,RM,88,61,66,77,23,55
7690,E. Burgos,28,SD Eibar,70,72,190,Argentina,CB,46,34,46,52,71,80
7691,J. Sellars,24,Östersunds FK,62,67,173,England,LM,78,59,58,65,35,54
7692,Iago,28,Al Taawoun,71,73,188,Brazil,CB,45,30,47,52,72,77
7693,Pedro Nuno,25,Moreirense FC,75,78,175,Portugal,CAM,68,74,76,77,38,59
7694,E. Boateng,24,Dalian YiFang FC,76,83,175,Ghana,ST,91,74,58,75,40,76
7695,M. Stryjek,23,Livingston FC,60,66,188,Poland,GK,60,59,56,60,43,57
7696,Gao Jiarun,25,Tianjin TEDA FC,57,58,183,China PR,CB,71,38,47,57,55,68
7697,Carlos Blanco,23,Villarreal CF,65,72,188,Spain,CB,33,39,52,51,66,62
7698,André Leal,21,FC Paços de Ferreira,71,79,175,Portugal,CAM,73,61,69,74,46,49
7700,A. Jackson-Hamel,26,Montreal Impact,64,65,185,Canada,ST,75,63,41,54,21,66
7701,O. Pineda,24,Mexico,74,80,170,Mexico,CAM,84,70,69,77,62,66
7703,Jairo,26,Girona FC,68,69,165,Spain,LW,88,62,61,73,27,45
7704,J. Benet,25,Grenoble Foot 38,68,73,185,France,CM,61,64,70,68,57,71
7705,Y. Bodiger,25,Cádiz CF,70,75,188,France,CDM,53,57,68,63,67,70
7706,M. Eberwein,24,Hallescher FC,60,66,193,Germany,ST,70,62,55,58,34,66
7707,Yan Junling,29,China PR,73,75,190,China PR,GK,72,70,67,74,48,72
7708,Wang Shenchao B,31,Shanghai SIPG FC,70,70,180,China PR,RB,71,32,55,63,66,69
7709,Li Lei,28,China PR,68,68,183,China PR,LB,73,43,65,62,66,72
7710,O. Aina,23,Fulham,73,80,183,Nigeria,LM,86,61,68,74,70,73
7711,M. Multhaup,23,VfL Osnabrück,67,74,175,Germany,RM,84,56,61,72,40,58
7712,K. Wojtkowski,21,Wisła Kraków,66,76,173,Poland,CAM,78,59,63,69,38,58
7713,Bi Jinhao,29,Shanghai Greenland Shenhua FC,61,61,190,China PR,CB,57,54,55,55,59,71
7714,Li Ang,26,China PR,65,68,188,China PR,CB,60,58,63,59,63,77
7715,N. Chernov,22,PFC CSKA Moscow,69,79,188,Russia,CB,66,38,54,46,71,64
7716,T. Antalyalı,25,Galatasaray SK,65,69,180,Turkey,CM,58,62,65,63,59,64
7717,A. Tashaev,26,Spartak Moscow,72,73,178,Russia,LM,78,61,71,71,40,62
7718,P. Olayinka,24,SK Slavia Praha,75,79,188,Nigeria,RM,81,68,70,74,54,76
7719,A. Lusamba,22,OGC Nice,73,78,178,France,CAM,74,65,71,77,65,68
7720,T. Loska,23,Górnik Zabrze,64,70,188,Poland,GK,65,62,59,69,37,62
7721,K. Bielik,22,Derby County,70,82,193,Poland,CB,60,45,63,68,69,72
7722,S. Kashket,24,Wycombe Wanderers,65,70,175,England,LM,85,61,57,68,26,53
7723,B. Wembangomo,23,Sandefjord Fotball,62,70,180,Norway,RWB,82,44,52,65,56,62
7724,Murilo Henrique,25,Jeonbuk Hyundai Motors,68,71,178,Brazil,RM,83,59,61,72,46,67
7725,R. Gall,25,Örebro SK,66,69,175,United States,CAM,82,64,59,70,39,46
7726,G. Ferrari,28,Sassuolo,72,73,188,Italy,CB,53,27,39,47,74,70
7727,S. Sparagna,23,Boavista FC,69,75,185,France,CB,62,32,45,43,69,72
7728,I. Ordets,25,Shakhtar Donetsk,76,79,193,Ukraine,CB,65,53,52,48,76,81
7729,S. Bolbat,27,Shakhtar Donetsk,66,67,175,Ukraine,RM,75,59,68,73,56,58
7730,K. Saief,26,Lechia Gdańsk,69,70,175,United States,LM,75,67,68,71,53,64
7731,L. Slišković,25,1. FC Magdeburg,63,67,180,Austria,CAM,64,60,55,65,27,56
7732,G. Beltrán,36,Nacional Asunción,70,70,183,Paraguay,ST,67,72,52,70,23,67
7733,A. Portales,24,Monterrey,63,68,183,Mexico,CB,66,36,54,56,61,71
7734,V. Milinković-Savić,23,Torino,68,74,203,Serbia,GK,67,66,78,68,43,67
7735,F. Dagerstål,23,IFK Norrköping,68,75,188,Sweden,CB,63,43,59,58,67,74
7736,K. Diks,23,Aarhus GF,69,76,183,Netherlands,RB,75,40,57,66,67,71
7737,G. Docherty,23,Hull City,65,72,178,Scotland,CAM,66,56,64,68,59,73
7738,L. Passerini,25,Club Necaxa,65,68,188,Argentina,ST,45,66,46,56,28,73
7739,G. Byers,24,Swansea City,67,73,180,Scotland,CM,65,56,63,67,56,62
7740,N. Laursen,22,FC Emmen,70,75,183,Denmark,CAM,77,65,67,75,36,56
7741,J. Akintunde,24,Derry City,48,55,175,England,ST,70,48,37,44,22,47
7742,Bustinza,28,CD Leganés,75,77,175,Spain,CB,60,35,62,62,76,72
7743,D. Johnson,27,Leyton Orient,59,60,178,England,ST,68,64,42,55,23,52
7744,A. Pellegrino,30,Kristiansund BK,70,70,190,Norway,LM,84,72,63,69,34,59
7745,B. Innocent,24,Malmö FF,66,74,178,Nigeria,CDM,76,43,54,66,60,82
7746,M. Curado,25,Genoa,66,72,188,Argentina,CB,57,36,41,39,66,73
7747,S. Mounié,25,Stade Brestois 29,70,73,190,Benin,ST,61,69,60,64,41,76
7748,Guilherme Sityá,30,Atiker Konyaspor,70,70,180,Brazil,LB,80,36,67,70,62,76
7749,D. Telford,23,Plymouth Argyle,62,69,175,England,ST,82,61,47,62,24,61
7750,Miguel Cardoso,26,Os Belenenses,69,70,175,Portugal,CAM,74,61,65,72,39,55
7751,Rafael Ramos,25,Santa Clara,67,71,170,Portugal,RWB,71,49,59,68,64,68
7752,S. Wright,22,Aberdeen,63,71,175,Scotland,RM,85,53,55,68,28,47
