,Name,Age,Club,OVA,POT,Height,Weight,Nationality,BP,PAC,SHO,PAS,DRI,DEF,PHY,Wage,Value
13623,Joaquín,21,SD Huesca,66,78,173,132,Spain,LM,77,61,58,68,24,53,6,1200
13699,H. Massengo,18,Bristol City,66,83,178,146,France,CDM,69,47,63,69,65,62,4,1300
13756,E. Aguirre,21,Santos Laguna,66,77,175,165,Mexico,ST,79,65,54,67,31,58,6,1100
13785,T. Watanabe,23,FC Tokyo,66,73,185,172,Japan,CB,61,29,46,41,66,72,3,825
13837,Diogo Calila,21,Os Belenenses,66,75,180,161,Portugal,RWB,76,47,56,69,60,67,2,900
13844,Robinho,25,Orlando City SC,66,69,165,148,Brazil,RM,84,55,59,72,36,52,3,800
13870,M. Abdulrahman,31,Al Ain FC,66,66,173,132,United Arab Emirates,CAM,67,57,67,72,53,62,0.5,550
13886,S. Braken,26,Livorno,66,68,188,187,Netherlands,ST,68,63,50,67,27,68,2,800
13914,Tuta,20,Eintracht Frankfurt,66,77,185,179,Brazil,CB,62,41,55,59,66,69,5,1000
13917,R. Prieto,22,Godoy Cruz,66,75,173,150,Paraguay,LM,78,54,61,70,33,51,3,1000
13942,L. Ofori,22,Famalicão,66,74,180,161,Ghana,RM,70,55,63,73,58,61,3,925
13945,H. Araki,23,Sanfrecce Hiroshima,66,72,185,165,Japan,CB,55,27,42,51,66,71,3,800
13957,R. Mudražija,23,FC København,66,75,178,154,Croatia,CAM,71,59,65,70,51,62,5,975
13959,J. Larsson,21,Örebro SK,66,78,178,159,Sweden,RM,81,58,55,67,44,68,1,1200
14005,R. Ashurmatov,23,GwangJu FC,66,73,185,163,Uzbekistan,CB,72,43,54,60,65,73,2,825
14021,B. Sekulic,28,Chicago Fire,66,66,188,161,Slovakia,RB,68,31,56,61,63,67,3,550
14038,A. Cruz,24,FC Cincinnati,66,73,165,146,Costa Rica,CAM,72,64,62,71,64,67,2,900
14100,N. Schlotterbeck,20,1. FC Union Berlin,66,77,190,190,Germany,CB,67,29,44,45,67,68,5,1000
14132,S. Esposito,17,SPAL,66,86,185,165,Italy,ST,69,66,61,67,34,57,2,1300
14135,M. Capa<U+021B>îna,24,FC Voluntari,66,72,183,168,Romania,RM,68,62,64,67,31,64,2,875
14141,G. Simion,22,FCSB (Steaua),66,78,178,165,Romania,CDM,79,48,60,62,66,68,4,1100
14154,A. Vlad,21,FCSB (Steaua),66,77,190,187,Romania,GK,68,63,66,67,35,63,2,900
14165,Javi Navarro,23,Albacete BP,66,75,183,152,Spain,RM,75,58,61,67,25,53,2,1000
14169,C. Dima,20,Astra Giurgiu,66,79,185,168,Romania,CB,69,40,53,54,66,73,2,1200
14203,M. Ðira,20,Dinamo Zagreb,66,79,170,152,Croatia,LWB,80,55,60,70,61,66,0.5,1200
14205,P. Maslov,20,Spartak Moscow,66,79,183,165,Russia,RB,76,33,56,59,61,63,9,1100
14209,J. Carls,23,Vitória Guimarães,66,75,178,154,Germany,LB,85,56,56,66,57,59,3,900
14249,D. Quiñones,21,América de Cali,66,75,168,139,Colombia,RWB,77,41,59,64,59,67,0.55,900
14271,L. Mbe Soh,19,Nottingham Forest,66,76,188,190,France,CB,61,29,49,47,66,68,6,925
14309,Mateu Morey,20,Borussia Dortmund,66,82,173,148,Spain,RM,75,45,62,73,58,52,9,1300
14332,K. Koné,19,Toulouse Football Club,66,80,180,157,France,RM,70,55,63,71,60,68,1,1400
14358,D. Abels,23,Sparta Rotterdam,66,70,178,170,Netherlands,CB,61,40,51,59,64,68,3,750
14375,Cadete,26,Atlético de San Luis,66,68,185,176,Spain,CDM,69,38,63,62,62,68,4,675
14387,Sergio Ruiz,25,UD Las Palmas,66,70,170,154,Spain,CM,63,58,61,65,60,65,3,750
14398,E. Vaessen,24,RKC Waalwijk,66,71,188,185,Netherlands,GK,67,65,59,69,36,63,2,650
14415,C. Richards,20,Bayern München II,66,83,188,174,United States,CB,75,26,45,52,65,72,2,1300
14435,Kirian,24,UD Las Palmas,66,73,180,165,Spain,CAM,66,57,65,69,54,65,3,900
14472,M. Miers,30,Club Atlético Aldosivi,66,66,185,179,Paraguay,CB,57,34,42,43,69,65,3,525
14498,C. Vega,26,Central Córdoba,66,67,178,154,Argentina,CDM,66,54,65,63,64,67,4,750
14509,Rafael Gava,26,FC Paços de Ferreira,66,68,178,157,Brazil,CAM,58,60,64,69,35,59,4,775
14526,S. Köhler,23,VfL Osnabrück,66,72,185,159,Germany,CDM,55,53,60,64,63,68,3,800
14529,F. Nürnberger,20,1. FC Nürnberg,66,76,178,159,Germany,LWB,74,41,59,67,63,63,3,975
14537,K. Hachadi,21,Vitória de Setúbal,66,74,190,187,Morocco,ST,52,64,49,60,34,75,2,975
14573,M. Gottschling,26,Viktoria Köln,66,69,183,159,Germany,RWB,79,57,58,66,58,69,2,700
14627,O. Diakité,18,SCR Altach,66,80,188,181,Mali,CDM,69,57,61,62,61,79,1,1200
14668,Riki,22,Real Oviedo,66,75,175,154,Spain,CAM,68,59,65,68,44,56,3,1000
14721,J. Doriado,30,Ecuador,66,66,185,183,Ecuador,GK,65,66,59,66,42,66,0,0
14756,S. Agouzoul,22,Royal Excel Mouscron,66,73,190,165,Morocco,CB,55,38,53,51,67,64,3,825
14777,L. Requena,31,CD Cobresal,66,66,185,176,Argentina,GK,64,65,63,67,61,72,0.9,425
14792,M. Velisar,21,Gaz Metan Medias,66,72,178,170,Romania,LB,71,50,59,58,61,65,2,800
14793,Paulinho,25,FC Midtjylland,66,71,178,157,Brazil,LB,85,60,60,66,59,63,7,750
14804,A. Frías,22,Defensa y Justicia,66,74,185,179,Argentina,CB,53,31,43,47,66,73,4,850
14820,A. Meroni,22,Pisa,66,75,188,176,Italy,CB,58,39,41,44,65,76,0.85,900
14825,Luiz Henrique,23,Moreirense FC,66,72,170,141,Brazil,RM,70,54,63,72,39,51,4,875
14827,T. Štrkalj,23,CD Tondela,66,73,183,165,Croatia,ST,57,68,46,63,20,57,2,925
14864,A. Vranckx,17,KV Mechelen,66,86,183,172,Belgium,CAM,71,56,64,68,57,72,0.6,1300
14892,E. Kardesler,26,Trabzonspor,66,69,183,174,Turkey,GK,66,63,62,67,41,67,6,575
14907,M. Da Luz,25,River Plate Montevideo,66,67,175,161,Uruguay,RM,79,64,59,69,30,51,0.5,775
14921,M. Carnesecchi,20,Atalanta,66,82,190,183,Italy,GK,65,66,58,70,32,66,6,1200
14923,A. Ueda,21,Kashima Antlers,66,73,183,168,Japan,ST,80,64,51,62,27,69,3,925
14939,Diogo Sousa,21,Sporting CP,66,78,196,187,Portugal,GK,67,64,60,66,35,65,2,925
14967,L. Ried,24,TSV Hartberg,66,70,178,148,Austria,LM,73,55,64,64,45,56,3,850
14968,P. Cornud,23,CE Sabadell FC,66,75,178,161,France,LWB,78,56,62,61,59,68,2,900
14972,B. Nimaga,25,TSV Hartberg,66,70,188,179,Mali,CB,66,45,58,61,64,74,3,750
14976,S. Esposito,19,SPAL,66,79,178,154,Italy,CM,64,57,67,64,59,55,5,1200
14986,I. Zlatanovic,22,C.D. Castellón,66,75,180,165,Serbia,ST,77,65,55,64,26,72,3,1000
14993,Riquelme,20,Atlético Madrid,66,83,175,146,Spain,CAM,76,62,57,70,40,53,9,1400
15027,I. Jack,22,Strømsgodset IF,66,76,188,165,Nigeria,CDM,56,45,58,61,65,69,1,950
15046,K. Sardella,18,RSC Anderlecht,66,83,178,141,Belgium,RWB,74,37,65,73,59,56,2,1200
15083,P. Mendy,24,Strømsgodset IF,66,72,185,165,France,LB,76,40,56,61,60,69,1,775
15100,J. Dawa Tchakonte,24,Cameroon,66,71,193,209,Cameroon,CB,56,32,46,45,64,81,0,0
15105,M. Sala,21,SPAL,66,78,178,150,Italy,LB,72,33,52,64,63,58,6,1100
15109,A. Abdi,26,Paris FC,66,69,183,161,Tunisia,LWB,81,41,58,64,58,68,3,700
15115,I. Goranov,28,Sporting de Charleroi,66,66,178,163,Bulgaria,LB,74,41,53,60,61,61,4,550
15177,Antonio Sánchez,23,RCD Mallorca,66,74,178,172,Spain,CAM,69,59,64,68,49,70,3,950
15271,M. Benkhemassa,27,Málaga CF,66,67,175,154,Algeria,CM,61,57,64,64,61,64,3,725
15281,Félix Correia,19,Juventus,66,84,178,159,Portugal,RM,82,58,57,73,32,53,12,1400
15288,H. Loucif,23,Angers SCO,66,73,175,150,Algeria,RB,67,39,54,68,63,50,5,800
15294,Lucas Santos,20,PFC CSKA Moscow,66,76,165,137,Brazil,CAM,65,63,64,72,32,46,9,1000
15301,A. Cougo,24,Nacional de Montevideo,66,70,180,161,Uruguay,LM,87,51,62,64,56,71,0.5,750
15313,N. Acevedo,21,New York City FC,66,80,173,161,Uruguay,CDM,78,55,59,66,65,62,2,1300
15326,R. Abascal,26,Peñarol,66,69,188,192,Uruguay,CB,65,44,49,54,64,79,0.5,725
15350,J. Toledo,24,Centro Atlético Fénix,66,68,183,176,Uruguay,CB,66,36,52,52,66,72,0.5,700
15354,L. Segovia,22,Independiente del Valle,66,73,183,159,Ecuador,CB,68,39,54,52,65,73,0.5,825
15358,G. de los Santos,29,Universidad Católica del Ecuador,66,67,180,165,Uruguay,CB,52,45,47,51,65,70,0.5,600
15359,A. López,27,Universidad Católica del Ecuador,66,67,168,132,Ecuador,RB,77,31,57,55,66,67,0.5,650
15362,G. Cortéz,22,Universidad Católica del Ecuador,66,71,178,165,Ecuador,LB,67,40,54,56,63,67,0.5,750
15367,G. Sepúlveda,21,Guadalajara,66,75,180,172,Mexico,CB,66,36,46,49,66,71,8,925
15409,C. Caraza,34,Sport Huancayo,66,66,175,154,Peru,RB,70,53,69,66,62,70,0.5,230
15434,R. Salcedo,30,Sport Huancayo,66,66,170,146,Peru,CDM,58,43,61,58,63,65,0.5,525
15442,J. Reyes,32,Deportivo Binacional,66,66,178,174,Peru,LB,71,32,56,58,61,59,0.5,400
15445,V. Castellón,30,Club Bolívar,66,66,175,159,Bolivia,LM,73,60,61,65,32,44,0.5,600
15457,J. Ramírez,23,Liverpool Fútbol Club,66,74,178,168,Uruguay,ST,68,67,48,59,24,60,0.5,950
15468,Cristo Romero,20,Málaga CF,66,78,173,137,Spain,LB,73,35,51,66,62,57,2,1100
15469,P. Lavandeira,29,Audax Italiano,66,66,173,150,Peru,CF,71,68,61,67,35,59,2,625
15480,C. Flores,29,Caracas FC,66,66,193,196,Venezuela,GK,69,64,66,64,57,66,0.5,450
15485,L. Flores,24,Caracas FC,66,69,175,152,Venezuela,LM,69,53,61,67,43,58,0.5,825
15486,E. Fereira,19,Caracas FC,66,73,170,139,Venezuela,RB,75,39,54,54,58,49,0.5,775
15499,A. Osorio,22,Deportivo Binacional,66,77,183,165,Peru,ST,56,67,57,57,31,63,0.5,1100
15528,H. Ruíz Díaz,27,Club Plaza Colonia,66,66,178,154,Uruguay,RB,66,39,58,60,63,69,0.5,575
15530,J. Alcívar,21,LDU Quito,66,76,168,139,Ecuador,RWB,65,61,66,62,63,67,0.5,975
15540,F. Kidd,22,Club Plaza Colonia,66,72,178,154,Uruguay,LB,76,39,59,54,61,71,0.5,775
15546,A. Muñoz,22,LDU Quito,66,74,165,137,Ecuador,CAM,57,68,65,67,29,63,0.5,950
15548,L. Suhr,22,Club Plaza Colonia,66,70,175,179,Uruguay,ST,77,61,60,67,38,69,0.5,850
15554,Rodrigo Fernandes,18,Sporting CP,66,84,183,181,Portugal,CDM,67,59,61,67,64,68,1,1200
15578,C. Cuero,24,SD Aucas,66,71,183,174,Ecuador,LB,82,41,56,51,60,78,0.5,750
15579,C. Neyra,25,Melgar FBC,66,70,170,134,Peru,LB,67,46,53,66,65,73,0.5,725
15600,Esquerdo,21,Valencia CF,66,77,183,165,Spain,CAM,66,52,65,68,37,51,7,1100
15602,B. Bialek,18,VfL Wolfsburg,66,81,190,185,Poland,ST,68,65,44,60,35,73,5,1300
15621,Elliot,21,CD Tenerife,66,80,178,159,Spain,LM,79,63,60,71,41,59,2,1400
15649,J. Padilla,29,El Nacional,66,66,173,146,Ecuador,RM,73,56,66,63,50,69,0.5,625
15651,N. Viera,27,Sol de América,66,67,183,183,Paraguay,ST,67,67,48,61,26,64,0.5,750
15693,M. Esquivel,21,Club Atlético Lanús,66,77,168,141,Argentina,LM,83,62,67,73,53,63,4,1100
15705,N. Rodríguez B,28,River Plate Montevideo,66,66,183,174,Uruguay,RB,67,39,56,59,63,61,0.5,550
15708,A. Leites,28,River Plate Montevideo,66,66,180,165,Uruguay,ST,69,61,50,68,25,67,0.5,675
15798,J. Martínez,25,Philadelphia Union,66,71,175,152,Venezuela,CDM,71,43,58,62,65,64,2,775
15801,Adriano Castanheira,27,FC Paços de Ferreira,66,66,178,146,Portugal,RW,74,58,64,70,29,56,3,675
15803,H. Miyuki,27,Shonan Bellmare,66,67,173,143,Japan,CM,62,55,66,66,58,61,2,725
15834,J. Sekidika,23,Galatasaray SK,66,72,175,150,Nigeria,RM,88,61,60,67,29,50,14,875
15846,S. Amorín,25,Liverpool Fútbol Club,66,71,183,183,Uruguay,GK,65,69,64,61,39,65,0.5,625
15884,B. Milovanov,22,Real Sporting de Gijón,66,76,178,165,Ukraine,RB,68,35,47,63,65,60,3,925
15920,A. Colassin,19,RSC Anderlecht,66,80,180,161,Belgium,ST,76,66,53,67,20,56,4,1400
15924,Vítor Ferreira,20,Wolverhampton Wanderers,66,83,173,141,Portugal,CAM,72,57,67,72,51,49,14,1400
15938,M. Oravec,22,Philadelphia Union,66,76,183,165,Slovakia,CDM,68,45,56,66,65,71,2,950
15958,P. García,21,Nacional de Montevideo,66,74,178,159,Uruguay,RM,72,59,59,67,26,60,0.5,950
16039,Y. Matsuo,22,Yokohama FC,66,72,170,143,Japan,CAM,74,61,62,70,59,63,1,875
16054,P. Kalulu,20,Milan,66,82,178,152,France,CB,71,36,58,57,66,61,7,1300
16073,D. Petrovic,22,Slovenia,66,73,178,165,Slovenia,CM,69,53,67,66,57,68,7,900
16080,J. Puljic,26,Jagiellonia Bialystok,66,67,188,159,Croatia,ST,69,67,57,64,23,62,4,775
16121,J. Zules Caicedo,29,Unión de Santa Fe,66,67,183,168,Colombia,CB,55,30,42,38,67,68,4,600
16133,J. Onana,20,Royal Excel Mouscron,66,75,188,181,Cameroon,CDM,47,56,61,60,62,74,2,925
16185,J. Rivas,21,Estudiantes de Mérida,66,71,178,174,Venezuela,ST,63,65,50,60,30,65,0.5,875
16297,M. Grüll,21,SV Ried,66,72,183,163,Austria,CAM,66,65,66,64,25,61,3,900
16310,J. Ngankam,19,Hertha BSC,66,82,183,176,Germany,ST,76,68,59,68,26,71,7,1400
16374,Gonçalo Ramos,19,SL Benfica,66,84,183,170,Portugal,ST,78,65,54,70,27,59,3,1400
16387,Fábio Vieira,20,FC Porto,66,83,175,139,Portugal,CAM,71,64,67,65,31,43,3,1400
16412,R. Kharchouch,24,Sparta Rotterdam,66,70,188,165,Netherlands,ST,68,67,50,61,24,65,3,850
16428,Tiago Tomás,18,Sporting CP,66,83,180,161,Portugal,ST,72,65,49,63,23,58,2,1300
16497,G. Giorbelidze,24,Wolfsberger AC,66,71,175,154,Georgia,LB,71,48,55,60,64,65,4,750
16498,E. Peretz,23,Wolfsberger AC,66,72,188,165,Israel,CAM,70,65,68,64,51,59,4,875
16536,Y. Cheberko,22,LASK Linz,66,72,178,146,Ukraine,LB,68,31,53,56,69,63,6,800
16597,Carles Salvador,29,C.D. Castellón,66,66,175,152,Spain,CM,65,55,67,64,55,64,3,625
16598,Rubén Díez,26,C.D. Castellón,66,66,165,137,Spain,RM,77,64,63,67,24,51,3,700
16634,Pedro Henrique,23,Farense,66,73,190,176,Brazil,ST,54,67,44,62,39,71,2,925
16686,J. Adamu,19,FC Red Bull Salzburg,66,80,183,161,Austria,ST,81,66,49,65,21,62,5,1400
16703,B. Letic,27,CD Mirandés,66,67,183,172,Bosnia Herzegovina,LB,66,57,52,63,63,62,3,650
16794,N. Ninua,21,PAOK,66,75,185,161,Georgia,CAM,66,62,65,67,61,66,0.5,975
16795,D. Holec,25,Sparta Praha,66,69,190,196,Slovakia,GK,69,68,67,68,22,69,0.5,600
16802,V. Lisakovich,22,Lokomotiv Moscow,66,77,178,161,Belarus,ST,70,66,57,67,21,57,12,1100
16807,O. Tymchyk,23,Dynamo Kyiv,66,74,180,148,Ukraine,RB,72,24,48,48,64,52,0.5,850
16837,Pep Chavarría,22,Real Zaragoza,66,72,175,154,Spain,LB,77,39,51,59,63,67,3,775
16850,B. Soppy,18,Stade Rennais FC,66,81,180,176,France,RB,81,39,56,64,61,71,3,1200
16887,M. Lotric,25,Slovenia,66,69,168,146,Slovenia,CAM,71,67,65,65,35,53,0,0
16901,Cedric Teguía,18,Real Oviedo,66,83,180,165,Spain,LWB,85,60,62,64,58,77,1,1300
16946,Carlos Augusto,21,AC Monza,66,74,183,165,Brazil,CB,67,36,57,61,66,66,1,850
17024,C. Olivera,18,UD Almería,66,84,170,148,Uruguay,CAM,78,59,63,70,36,48,1,1300
17043,O. Nwobodo,23,Göztepe SK,66,73,180,159,Nigeria,RM,81,63,62,70,52,66,6,900
168,S. Nakamura,42,Yokohama FC,65,65,178,157,Japan,CAM,30,69,74,67,36,51,1,0
226,J. Poulsen,35,Melbourne Victory,65,65,180,165,Denmark,CM,40,62,67,62,57,62,2,230
241,H. Opdal,38,SK Brann,65,65,188,201,Norway,GK,62,63,64,65,41,66,0.75,50
242,A. Le Tallec,34,US Orléans Loiret Football,65,65,185,161,France,ST,52,66,64,60,37,58,3,275
268,G. Greer,36,Kilmarnock,65,65,193,185,Scotland,CB,28,26,51,47,65,64,2,70
271,J. Bothroyd,38,Hokkaido Consadole Sapporo,65,65,190,196,England,ST,30,67,61,60,28,70,2,190
307,M. Langer,35,FC Schalke 04,65,65,196,205,Austria,GK,64,62,60,65,32,67,3,150
330,L. FeeneyB,33,Tranmere Rovers,65,65,183,168,England,RM,77,57,63,67,53,65,3,240
354,A. Lonergan,35,Liverpool,65,65,193,192,England,GK,65,62,52,67,41,65,8,150
381,P. McShane,34,Rochdale,65,65,183,179,Republic of Ireland,CB,37,37,56,48,64,65,2,200
451,B. Jones,33,Rotherham United,65,65,180,170,England,RB,53,54,58,63,66,67,10,240
456,D. Lewington,36,Milton Keynes Dons,65,65,183,190,England,LB,45,34,63,58,64,76,2,100
491,H. Sogahata,40,Kashima Antlers,65,65,188,176,Japan,GK,64,66,64,65,18,72,1,50
517,J. Thomsen,37,Randers FC,65,65,180,168,Denmark,RB,57,44,63,58,64,68,2,100
634,P. Netzer,34,SCR Altach,65,65,188,176,Austria,CB,41,48,58,55,66,64,3,200
641,O. Occéan,37,Mjøndalen IF,65,65,185,190,Canada,ST,53,64,54,60,38,73,2,160
685,S. Henderson,32,Crystal Palace,65,65,193,192,Republic of Ireland,GK,66,62,70,62,39,64,9,325
691,S. McDonald,36,Brisbane Roar,65,65,173,172,Australia,CAM,65,63,63,68,41,67,1,190
697,M. Mills,32,Forest Green Rovers,65,65,190,181,England,CB,47,40,49,42,63,73,5,350
698,D. Blackstock,30,Rotherham United,65,65,185,168,Antigua &amp; Barbuda,ST,54,65,51,62,41,74,5,500
702,A. Akinfenwa,38,Wycombe Wanderers,65,65,178,243,England,ST,42,64,54,56,35,81,3,190
714,Y. Abe,38,Urawa Red Diamonds,65,65,178,170,Japan,CDM,32,66,70,63,66,60,3,170
725,D. Pratley,35,Charlton Athletic,65,65,185,152,England,CB,51,61,62,65,67,78,2,230
751,Leandro Domingues,36,Yokohama FC,65,65,173,154,Brazil,CAM,62,66,66,66,58,63,1,180
840,R. Cierzniak,37,Legia Warszawa,65,65,188,179,Poland,GK,64,64,61,63,39,66,2,50
857,C. Doyle,35,Kilmarnock,65,65,196,203,Republic of Ireland,GK,66,67,63,63,32,64,1,150
865,A. McCormack,36,Southend United,65,65,180,141,Republic of Ireland,CB,32,48,60,55,64,71,2,120
883,J. Clément,33,AS Nancy Lorraine,65,65,180,168,France,CDM,38,58,63,61,65,59,3,220
893,O. Arellano,33,Querétaro,65,65,178,159,Mexico,RM,71,60,64,66,56,66,3,325
959,J. Demetriou B,32,Southend United,65,65,180,150,Cyprus,RB,69,57,61,62,61,69,3,325
987,D. Etienne Jr.,23,Columbus Crew SC,65,74,178,170,Haiti,CAM,83,58,58,69,36,62,2,825
1006,C. Llama,30,Club Atlético Aldosivi,65,65,178,159,Argentina,CAM,67,66,64,69,44,60,4,475
1030,S. Loach,28,Notts County,65,67,190,207,England,GK,66,65,64,65,58,62,5,525
1087,Óscar Rubio,36,CE Sabadell FC,65,65,173,159,Spain,RB,76,44,57,62,60,66,2,100
1096,K. Finnbogason,33,Vejle Boldklub,65,65,188,183,Iceland,ST,62,65,49,60,34,75,4,350
1097,M. O'Connor,31,Salford City,65,65,180,174,Northern Ireland,CM,58,60,65,60,59,76,5,475
1099,M. Derbyshire,34,Macarthur FC,65,65,185,159,England,ST,72,66,56,62,29,61,1,275
1108,D. Gibson,32,Salford City,65,65,180,172,Republic of Ireland,CDM,46,60,67,62,64,60,5,350
1130,R. Beerens,32,Vitesse,65,65,173,139,Netherlands,RM,63,58,66,65,26,47,5,425
1196,Juan Carlos,31,CD Numancia,65,65,183,159,Spain,GK,66,60,62,67,53,62,2,350
1234,B. Pitman,32,Swindon Town,65,65,183,154,England,ST,46,69,60,60,29,65,4,425
1237,N. Maynard,33,Mansfield Town,65,65,180,154,England,ST,74,65,59,65,29,65,6,350
1238,R. López,32,Tiburones Rojos de Veracruz,65,65,173,143,Mexico,CAM,67,59,65,68,44,47,2,400
1270,Y. Konno,36,Júbilo Iwata,65,65,178,161,Japan,CM,32,54,64,52,66,70,2,170
1281,S. Aluko,31,Reading,65,65,173,137,Nigeria,LW,75,61,63,72,40,47,4,475
1299,De Lucas,33,FC Voluntari,65,65,180,157,Spain,CM,57,59,65,66,59,61,2,325
1304,L. Akins,31,Burton Albion,65,65,185,174,England,ST,74,64,59,65,59,78,3,475
1314,D. Ovono,35,Paris FC,65,65,185,190,Gabon,GK,67,58,64,70,50,65,2,130
1317,L. Stevenson,32,Hibernian,65,65,170,148,Scotland,LB,63,43,61,65,63,67,2,325
1331,J. Horn,33,Sarpsborg 08 FF,65,65,188,183,Norway,CB,65,29,50,40,62,74,1,250
1377,M. Franco,36,Centro Atlético Fénix,65,65,180,165,Uruguay,ST,68,65,55,64,48,66,0.5,190
1451,M. Konrad,32,KFC Uerdingen 05,65,65,188,183,Germany,CB,52,55,56,56,65,78,2,350
1455,V. Rama,32,SV Meppen,65,65,183,172,Albania,LM,74,58,60,69,22,62,0.95,425
1466,A. Raineau,34,La Berrichonne de Châteauroux,65,65,178,165,France,LB,48,49,63,62,65,71,2,190
1525,R. Zwinkels,37,ADO Den Haag,65,65,185,176,Netherlands,GK,61,63,64,65,39,70,1,50
1597,J. Castillo,38,Patriotas Boyacá FC,65,65,180,174,Uruguay,GK,64,62,61,61,56,68,0.5,90
1618,J. Beckford,34,Bury,65,65,188,183,Jamaica,ST,64,65,48,57,31,67,5,275
1624,A. Annan,31,HJK Helsinki,65,65,175,141,Ghana,RB,77,49,58,60,64,67,0.5,375
1655,A. Durante,38,Western United FC,65,65,183,165,New Zealand,CB,31,36,50,50,65,76,0.65,110
1662,J. O'Shea,31,Brisbane Roar,65,65,183,154,Republic of Ireland,CAM,65,63,66,69,43,66,2,475
1665,L. Broxham,32,Melbourne Victory,65,65,170,143,Australia,CB,43,56,55,57,63,84,3,350
1668,Chong Te Se,36,Shimizu S-Pulse,65,65,180,176,Korea DPR,ST,60,66,62,61,40,75,1,190
1670,A. Hainault,33,1. FC Kaiserslautern,65,65,183,176,Canada,CB,35,46,51,48,64,71,2,250
1703,A. Lukse,32,1. FC Nürnberg,65,65,188,183,Austria,GK,66,62,60,68,40,64,3,325
1725,E. Knudtzon,31,Molde FK,65,65,178,154,Norway,LM,88,61,57,65,43,65,2,475
1780,M. Baudry,32,Swindon Town,65,65,188,176,France,CB,50,32,49,57,65,69,3,350
1823,Cordero,32,FC Cartagena,65,65,178,159,Spain,CM,62,59,65,63,60,66,2,400
1848,G. Burke,26,Shamrock Rovers,65,66,175,159,Republic of Ireland,CAM,60,67,62,68,26,58,1,625
1861,A. Stolz,35,TSG 1899 Hoffenheim,65,65,188,196,Germany,GK,69,67,66,63,45,63,4,150
1879,R. Feltscher,29,LA Galaxy,65,65,183,198,Venezuela,RB,60,46,61,61,63,74,2,450
1881,J. Deumeland,32,IK Start,65,65,190,192,Germany,GK,65,65,66,66,49,62,0.9,325
1909,Yu Dabao,32,Beijing Sinobo Guoan FC,65,65,185,174,China PR,CB,67,57,58,61,63,75,4,350
1912,M. Bartley,33,Livingston FC,65,65,180,174,England,CDM,50,46,57,59,64,78,2,275
1928,A. Jacobsen,30,SønderjyskE,65,65,183,168,Denmark,ST,73,64,47,65,36,59,4,525
1947,J. Emmanuel-Thomas,29,Livingston FC,65,65,190,187,England,ST,67,66,60,63,35,67,3,550
1978,T. Kupisz,29,Trapani,65,65,180,168,Poland,RM,76,54,61,65,50,71,1,525
1992,E. Herrera,31,Puebla FC,65,65,188,192,Mexico,ST,33,66,60,59,36,80,3,475
2001,A. Lukimya,34,KFC Uerdingen 05,65,65,190,196,DR Congo,CB,51,51,40,37,63,77,2,200
2051,C. Evans,31,Fleetwood Town,65,65,183,168,Wales,ST,62,66,53,59,39,72,3,475
2063,G. Gunning,27,Forest Green Rovers,65,65,188,176,Republic of Ireland,CB,65,45,53,54,62,77,4,450
2103,S. Wagstaff,30,Forest Green Rovers,65,65,178,174,England,RWB,74,55,59,65,58,63,5,425
2172,O. Mendoza,30,Club Tijuana,65,65,173,159,Mexico,RB,68,32,54,60,62,75,5,425
2179,Cho Dong Gun,34,Sagan Tosu,65,65,180,165,Korea Republic,ST,70,62,55,58,28,68,2,275
2182,F. Ponce,31,Deportivo Pasto,65,65,178,148,Mexico,CAM,72,61,62,64,43,57,1,475
2208,A. Borysiuk,28,Jagiellonia Bialystok,65,65,180,154,Poland,CDM,66,56,61,63,59,70,3,475
2263,K. Großkreutz,31,KFC Uerdingen 05,65,65,185,165,Germany,RB,64,57,62,60,60,72,2,400
2266,M. Martin,32,FC Chambly Oise,65,65,170,150,France,CAM,46,64,69,66,50,44,2,425
2315,A. Kashi,30,ESTAC Troyes,65,65,178,168,Algeria,CDM,54,43,61,64,61,66,2,450
2366,G. McCleary,32,Reading,65,65,183,168,Jamaica,RM,72,64,61,66,47,64,6,425
2377,C. Sheridan,31,Wisla Plock,65,65,196,192,Republic of Ireland,ST,75,63,57,60,25,74,2,475
2391,L. Murphy,30,Crewe Alexandra,65,65,188,163,England,CDM,62,63,65,64,61,72,3,500
2451,T. Reifeltshammer,31,SV Ried,65,65,188,172,Austria,CB,57,17,35,40,65,68,3,400
2475,A. Smárason,30,Lillestrøm SK,65,65,183,168,Iceland,CAM,65,65,63,64,50,74,2,500
2493,D. Templeton,31,Hamilton Academical FC,65,65,175,139,Scotland,LM,74,61,60,68,46,59,2,475
2552,M. Abdellaoue,31,Sarpsborg 08 FF,65,65,180,163,Norway,ST,64,65,49,66,31,64,2,475
2558,K. Tokstad,28,Strømsgodset IF,65,65,185,185,Norway,RW,78,61,61,65,46,75,2,550
2563,D. Gustafsson,28,Lillestrøm SK,65,65,178,165,Sweden,RM,91,60,52,67,42,63,2,550
2587,D. Powell,29,Crewe Alexandra,65,65,188,185,England,RW,85,62,57,64,30,64,3,525
2618,M. Benítez,34,Sport Huancayo,65,65,170,139,Paraguay,CAM,72,63,59,69,49,63,0.5,275
2627,G. Fernández,29,Club Blooming,65,65,175,176,Argentina,CF,72,61,58,65,34,62,0.5,550
2638,E. Castro,31,FC Juárez,65,65,185,174,Mexico,CB,54,27,41,49,64,68,3,400
