"","Fussballer.Name","Fussballer.Age","Fussballer.Club","Fussballer.Overall","Fussballer.Potential","Height"
"8226","Accioly",37,"Santa Clara",67,67,187.96
"8227","G. Iñíguez",24,"Udinese",67,72,172.72
"8228","D. Furlong",22,"Queens Park Rangers",67,74,180.34
"8229","J. Larsson",21,"IFK Norrköping",67,77,175.26
"8230","Matheus Índio",22,"Boavista FC",67,75,170.18
"8231","Guarrotxena",25,"Pogoń Szczecin",67,68,177.8
"8232","D. McGowan",26,"Gangwon FC",67,68,185.42
"8233","B. Sankoh",26,"Stade Malherbe Caen",67,70,180.34
"8234","G. Evans",30,"Portsmouth",67,67,182.88
"8235","J. Gómez",27,"Unión Española",67,68,182.88
"8236","A. Márquez",26,"CD O'Higgins",67,68,172.72
"8237","O. Čelůstka",29,"Antalyaspor",67,67,185.42
"8238","F. Öztorun",31,"Atiker Konyaspor",67,67,175.26
"8239","C. Mafla",25,"Atlético Nacional",67,71,175.26
"8240","I. Ochoa",21,"CD Everton de Viña del Mar",67,75,182.88
"8241","Lucas Fernandes",20,"Portimonense SC",67,80,175.26
"8242","Fernando Andrade",25,"Santa Clara",67,72,182.88
"8243","T. Breukers",30,"Heracles Almelo",67,67,182.88
"8244","E. Salomonsson",29,"IFK Göteborg",67,67,182.88
"8245","A. Iacobucci",27,"Frosinone",67,68,187.96
"8246","P. Izzo",23,"Adelaide United",67,72,182.88
"8247","M. Farrona Pulido",25,"VfL Osnabrück",67,69,175.26
"8248","S. Diarra",23,"Racing Club de Lens",67,73,172.72
"8249","Frederico Rendel",30,"Cruzeiro",67,67,180.34
"8250","R. Tait",28,"Motherwell",67,67,177.8
"8251","Y. Kurtuluş",32,"Antalyaspor",67,67,175.26
"8252","M. Starke",27,"FC Carl Zeiss Jena",67,68,177.8
"8253","J. Wilson",22,"Aberdeen",67,74,182.88
"8254","E. Tozlu",27,"Yeni Malatyaspor",67,67,177.8
"8255","Javi Flores",32,"Elche CF",67,67,170.18
"8256","R. Cereceda",33,"CD O'Higgins",67,67,172.72
"8257","E. Padella",29,"Ascoli",67,67,187.96
"8258","J. Onguéné",20,"FC Red Bull Salzburg",67,81,185.42
"8259","B. Bahn",25,"Hallescher FC",67,69,180.34
"8260","D. Prokop",21,"FK Austria Wien",67,78,170.18
"8261","N. Seufert",21,"DSC Arminia Bielefeld",67,78,182.88
"8262","S. Lobjanidze",23,"Randers FC",67,75,175.26
"8263","J. Miño",30,"Deportes Iquique",67,67,180.34
"8264","M. Ullmann",22,"LASK Linz",67,76,180.34
"8265","M. Mandorlini",29,"Padova",67,67,180.34
"8266","C. Mahoney",21,"Birmingham City",67,77,175.26
"8267","J. Fortes",29,"Excelsior",67,67,182.88
"8268","G. Mastinu",26,"Spezia",67,68,175.26
"8269","Alex Doneiro",30,"Atlético Mineiro",67,67,175.26
"8270","Miguel Oliveira",24,"Vitória Guimarães",67,71,195.58
"8271","J. von Haacke",24,"SV Meppen",67,71,180.34
"8272","Jang Yun Ho",21,"Jeonbuk Hyundai Motors",67,74,177.8
"8273","F. Beijmo",20,"SV Werder Bremen",67,79,185.42
"8274","D. Furman",30,"",67,67,182.88
"8275","Park Jong Woo",29,"Suwon Samsung Bluewings",67,67,180.34
"8276","E. Lieftink",24,"Willem II",67,72,185.42
"8277","Diego Aguirre",27,"Real Zaragoza",67,67,175.26
"8278","Gustavo Pastinho",26,"Internacional",67,67,182.88
"8279","R. Manaj",21,"Albacete BP",67,78,182.88
"8280","F. Kadioglu",18,"Fenerbahçe SK",67,79,172.72
"8281","Alex López",21,"RCD Espanyol",67,75,175.26
"8282","D. Perkins",36,"Rochdale",67,67,167.64
"8283","J. Bendik",29,"Orlando City SC",67,69,190.5
"8284","Varela",23,"CF Rayo Majadahonda",67,74,175.26
"8285","Oriol Busquets",19,"FC Barcelona",67,82,185.42
"8286","Pipa",20,"RCD Espanyol",67,75,175.26
"8287","Pardo",30,"Extremadura UD",67,67,187.96
"8288","T. Lam",24,"PEC Zwolle",67,70,187.96
"8289","J. Rodon",20,"Swansea City",67,76,193.04
"8290","Abel Ruiz",18,"FC Barcelona",67,83,182.88
"8291","J. Attinella",29,"Portland Timbers",67,68,187.96
"8292","A. Mendoza",24,"U.N.A.M.",67,71,172.72
"8293","P. Zinckernagel",23,"FK Bodø/Glimt",67,73,175.26
"8294","E. Güral",29,"Alanyaspor",67,67,187.96
"8295","Ko Seung Beom",24,"Daegu FC",67,72,175.26
"8296","E. Zhegrova",19,"KRC Genk",67,80,175.26
"8297","B. Baráth",26,"",67,69,187.96
"8298","E. Bakker",28,"De Graafschap",67,67,177.8
"8299","G. Kastaneer",22,"NAC Breda",67,76,185.42
"8300","R. Rubin",22,"Club Tijuana",67,74,180.34
"8301","F. Altamirano",22,"Club Atlético Banfield",67,79,185.42
"8302","M. Wanitzek",25,"Karlsruher SC",67,70,177.8
"8303","H. Fujiharu",29,"Gamba Osaka",67,67,175.26
"8304","C. Colmán",24,"FC Dallas",67,73,182.88
"8305","K. Kuchaev",20,"PFC CSKA Moscow",67,77,182.88
"8306","J. Shonga",21,"Orlando Pirates",67,73,177.8
"8307","S. Sararer",28,"Karlsruher SC",67,67,180.34
"8308","M. Grimes",22,"Swansea City",67,73,177.8
"8309","G. Kamara",22,"Dundee FC",67,75,182.88
"8310","J. Salas",24,"Cruz Azul",67,71,182.88
"8311","R. Perraud",20,"Paris FC",67,79,172.72
"8312","G. Baldock",25,"Sheffield United",67,70,175.26
"8313","Y. Nakayama",21,"Kashiwa Reysol",67,74,180.34
"8314","P. Eler",27,"FC Wacker Innsbruck",67,68,185.42
"8315","Nano",33,"UD Almería",67,67,182.88
"8316","X. Mlambo",27,"Orlando Pirates",67,68,170.18
"8317","O. Andrievskyi",24,"Dynamo Kyiv",67,74,177.8
"8318","A. Judge",29,"Brentford",67,67,170.18
"8319","E. Alvarado",29,"Trabzonspor",67,67,193.04
"8320","Buatu",24,"Rio Ave FC",67,72,187.96
"8321","A. Czerwiński",25,"Zagłębie Lubin",67,70,180.34
"8322","V. Sarno",30,"Padova",67,67,167.64
"8323","M. Pušić",30,"SV Mattersburg",67,67,187.96
"8324","E. Fryers",25,"Barnsley",67,70,182.88
"8325","P. Caballero",32,"UD Almería",67,67,190.5
"8326","A. El-Abd",33,"Wycombe Wanderers",67,67,180.34
"8327","K. Wojtkowski",20,"Wisła Kraków",67,81,172.72
"8328","T. Boss",25,"SG Dynamo Dresden",67,73,185.42
"8329","J. Earl",19,"Preston North End",67,78,193.04
"8330","S. Özkan",31,"Antalyaspor",67,67,172.72
"8331","J. Murillo",24,"Independiente Medellín",67,73,182.88
"8332","S. Jaime",31,"Unión Española",67,67,177.8
"8333","M. Bader",21,"1. FC Köln",67,75,175.26
"8334","D. Arboleda",23,"América de Cali",67,78,190.5
"8335","B. Merlini",22,"San Lorenzo de Almagro",67,76,165.1
"8336","M. Smith",29,"Heart of Midlothian",67,67,180.34
"8337","M. Helik",22,"Cracovia",67,72,190.5
"8338","J. Föhrenbach",22," SSV Jahn Regensburg",67,73,182.88
"8339","K. Mizunuma",28,"Cerezo Osaka",67,67,175.26
"8340","S. Jamieson",29,"Melbourne City FC",67,67,177.8
"8341","R. Grange",29,"Sporting de Charleroi",67,67,177.8
"8342","D. Nazarov",28,"FC Erzgebirge Aue",67,67,182.88
"8343","C. Robles",26,"Deportes Tolima",67,71,170.18
"8344","M. Akbaş",28,"Trabzonspor",67,67,187.96
"8345","J. Eggestein",20,"SV Werder Bremen",67,81,182.88
"8346","P. Bouby",34,"US Orléans Loiret Football",67,67,182.88
"8347","V. Berisha",24,"SK Rapid Wien",67,70,175.26
"8348","Sérgio Marakis",26,"CD Nacional",67,69,177.8
"8349","N. Rubio",23,"Envigado FC",67,76,167.64
"8350","Xande Silva",21,"West Ham United",67,77,177.8
"8351","Claudio Silbeiro",34,"Atlético Paranaense",67,67,182.88
"8352","S. Marzo",27,"Sporting Lokeren",67,67,180.34
"8353","G. Villagra",36,"CD Antofagasta",67,67,175.26
"8354","Carlos Abad",23,"Córdoba CF",67,77,193.04
"8355","M. Prévot",21,"FC Sochaux-Montbéliard",67,79,182.88
"8356","C. Maguire",29,"Sunderland",67,67,170.18
"8357","F. Serrarens",27,"De Graafschap",67,68,187.96
"8358","K. Løkberg",26,"Ranheim Fotball",67,70,175.26
"8359","S. Scherder",25,"SC Preußen Münster",67,69,187.96
"8360","Venanzio Meirás",30,"Chapecoense",67,67,182.88
"8361","João Pedro",25,"Al Fateh",67,70,180.34
"8362","L. Duarte",27,"Heracles Almelo",67,67,170.18
"8363","Quintanilla",27,"Córdoba CF",67,69,182.88
"8364","E. Carvajal",29,"Deportes Iquique",67,67,172.72
"8365","T. Fosu",22,"Charlton Athletic",67,75,170.18
"8366","L. Caicedo",22,"New England Revolution",67,74,172.72
"8367","Néstor Albiach",25,"Sparta Praha",67,69,187.96
"8368","A. DeLaGarza",30,"Houston Dynamo",67,67,175.26
"8369","A. Durak",31,"Çaykur Rizespor",67,67,180.34
"8370","T. Haye",23,"Lecce",67,71,177.8
"8371","Jaílson",22,"Fenerbahçe SK",67,78,177.8
"8372","J. Steele",27,"Brighton & Hove Albion",67,70,187.96
"8373","P. Vlachodimos",26,"Nîmes Olympique",67,67,182.88
"8374","D. Bohar",26,"Zagłębie Lubin",67,67,172.72
"8375","H. Elhouni",24,"CD Aves",67,72,175.26
"8376","O. Mihálik",21,"AZ Alkmaar",67,75,187.96
"8377","L. Nestor",29,"Valenciennes FC",67,68,177.8
"8378","J. Thomassen",30,"Sarpsborg 08 FF",67,67,180.34
"8379","S. Lewerenz",27,"Holstein Kiel",67,67,175.26
"8380","V. Marchetti",20,"AS Nancy Lorraine",67,77,180.34
"8381","G. Lódico",20,"Club Atlético Lanús",67,79,172.72
"8382","Leandro",25,"Kashima Antlers",67,69,177.8
"8383","R. Colclough",23,"Scunthorpe United",67,73,182.88
"8384","J. Ampuero",31,"Unión Española",67,67,182.88
"8385","Dani Romera",22,"Cádiz CF",67,75,172.72
"8386","C. Acuña",30,"Albacete BP",67,67,175.26
"8387","A. Radovanović",24,"Racing Club de Lens",67,71,187.96
"8388","W. Moimbé-Tahrat",29,"AS Nancy Lorraine",67,67,172.72
"8389","R. de Boer",20,"AZ Alkmaar",67,78,187.96
"8390","N. Julan",21,"En Avant de Guingamp",67,78,195.58
"8391","T. Ebner",26,"FK Austria Wien",67,68,180.34
"8392","A. Vindheim",22,"Malmö FF",67,74,182.88
"8393","L. Acevedo",26,"San Martin de Tucumán",67,70,198.12
"8394","S. Zúñiga",28,"Curicó Unido",67,67,167.64
"8395","T. Vlietinck",20,"Club Brugge KV",67,79,177.8
"8396","E. Friberg",32,"BK Häcken",67,67,177.8
"8397","A. Oshilaja",25,"AFC Wimbledon",67,71,180.34
"8398","G. Herrera",34,"Rosario Central",67,67,180.34
"8399","J. Nyholm",24,"AIK",67,73,182.88
"8400","D. Nishi",30,"Kashima Antlers",67,67,175.26
"8401","Nadjack",24,"Rio Ave FC",67,72,182.88
"8402","K. Broadfoot",33,"Kilmarnock",67,67,190.5
"8403","K. Omori",26,"FC Tokyo",67,67,170.18
"8404","K. Begois",36,"FC Groningen",67,67,185.42
"8405","Alemão",31,"Pohang Steelers",67,67,180.34
"8406","T. Asta-Buruaga",21,"CD Antofagasta",67,76,185.42
"8407","K. Azamoum",28,"Cádiz CF",67,67,177.8
"8408","A. Mozo",21,"U.N.A.M.",67,74,172.72
"8409","A. Gilbey",23,"Milton Keynes Dons",67,74,182.88
"8410","S. Nagasawa",29,"Vissel Kobe",67,67,193.04
"8411","Jorge Fellipe",29,"CD Aves",67,67,195.58
"8412","M. Rutten",25,"VVV-Venlo",67,70,177.8
"8413","Neris",26,"Boavista FC",67,72,190.5
"8414","Moon Chang Jin",24,"Gangwon FC",67,70,170.18
"8415","J. Mena",29,"Club Atlético Aldosivi",67,68,182.88
"8416","C. Espinosa",35,"Curicó Unido",67,67,172.72
"8417","A. Nkaka",22,"KV Oostende",67,74,180.34
"8418","Álvaro Tejero",21,"Albacete BP",67,77,175.26
"8419","F. Concas",31,"Carpi",67,67,177.8
"8420","A. Coșelev",24,"Fortuna Sittard",67,72,200.66
"8421","D. Kolovos",25,"Willem II",67,71,182.88
"8422","Zhang Yuning",21,"ADO Den Haag",67,74,182.88
"8423","J. Perch",32,"Scunthorpe United",67,67,180.34
"8424","Rafael de Aseiro",26,"Sport Club do Recife",67,67,190.5
"8425","I. Niane",19,"FC Metz",67,81,187.96
"8426","J. Anibaba",29,"New England Revolution",67,67,182.88
"8427","Iñigo Muñoz",21,"Athletic Club de Bilbao",67,79,167.64
"8428","T. Sana",28,"Aarhus GF",67,67,172.72
"8429","P. Papp",28,"Sivasspor",67,67,187.96
"8430","T. Tzandaris",25,"Panathinaikos FC",67,70,172.72
"8431","K. Staude",21,"DSC Arminia Bielefeld",67,76,175.26
"8432","A. Oumarou",31,"Al Qadisiyah",67,67,187.96
"8433","Lee Bum Young",29,"Gangwon FC",67,67,193.04
"8434","I. Kecojević",30,"Cádiz CF",67,67,190.5
"8435","L. Cárdenas",24,"Querétaro",67,72,182.88
"8436","L. López",24,"Club León",67,71,175.26
"8437","A. Sedlar",26,"Piast Gliwice",67,70,177.8
"8438","A. Woodyard",25,"Peterborough United",67,71,175.26
"8439","I. Koné",27,"KSV Cercle Brugge",67,69,180.34
"8440","J. Hernández",32,"Deportivo Pasto",67,67,175.26
"8441","J. Espinoza",26,"CD O'Higgins",67,67,170.18
"8442","T. Hamed",29,"",67,67,170.18
"8443","L. Dvali",23,"Pogoń Szczecin",67,73,190.5
"8444","T. Ugajin",30,"Urawa Red Diamonds",67,67,172.72
"8445","Abraham",32,"Gimnàstic de Tarragona",67,67,175.26
"8446","G. Edwards",25,"Ipswich Town",67,70,175.26
"8447","J. Zuluaga",25,"Jaguares de Córdoba",67,71,175.26
"8448","A. Lundqvist",24,"Houston Dynamo",67,73,175.26
"8449","C. Wyke",25,"Sunderland",67,70,185.42
"8450","B. Godeau",26,"Royal Excel Mouscron",67,70,190.5
"8451","P. Mullins",26,"Columbus Crew SC",67,69,185.42
"8452","T. Sekine",23,"Sint-Truidense VV",67,72,167.64
"8453","Zé Turbo",21,"Newell's Old Boys",67,76,187.96
"8454","I. Franjić",30,"Perth Glory",67,67,180.34
"8455","M. Boxall",29,"Minnesota United FC",67,67,187.96
"8456","J. Schoop",29,"Vejle Boldklub",67,67,175.26
"8457","C. Traoré",26,"FC Nantes",67,68,180.34
"8458","J. Williams",30,"Columbus Crew SC",67,67,187.96
"8459","A. Jackson",24,"Barnsley",67,75,187.96
"8460","L. Povea",24,"CD Huachipato",67,73,175.26
"8461","S. Ngom",25,"FC Nantes",67,71,180.34
"8462","Adaílton",27,"Júbilo Iwata",67,67,175.26
"8463","A. Bell",24,"Blackburn Rovers",67,74,180.34
"8464","B. Galloway",22,"Everton",67,72,185.42
"8465","F. Bravo",24,"Patronato",67,74,185.42
"8466","Rubén Yáñez",24,"Getafe CF",67,72,190.5
"8467","H. Belkebla",24,"Stade Brestois 29",67,73,177.8
"8468","Y. Mutō",29,"Urawa Red Diamonds",67,67,170.18
"8469","P. Frattali",32,"Parma",67,67,185.42
"8470","Yu Dabao",30,"Beijing Sinobo Guoan FC",67,67,182.88
"8471","C. Noone",30,"Bolton Wanderers",67,67,177.8
"8472","D. Kempe",32,"FC Erzgebirge Aue",67,67,187.96
"8473","J. Thomsen",36,"Randers FC",67,67,180.34
"8474","Derik",25,"CD Numancia",67,71,182.88
"8475","N. Lomb",24,"SV Sandhausen",67,72,187.96
"8476","S. Traut",33,"VfR Aalen",67,67,182.88
"8477","J. Ryan",29,"Blackpool",67,67,180.34
"8478","J. Morris",26,"Scunthorpe United",67,67,182.88
"8479","S. Goss",22,"Queens Park Rangers",67,75,177.8
"8480","S. Aytaç",26,"Kayserispor",67,68,187.96
"8481","K. Miyoshi",21,"Hokkaido Consadole Sapporo",67,76,167.64
"8482","J. Opoku",28,"VVV-Venlo",67,67,185.42
"8483","S. Sutter",32,"Orlando City SC",67,67,180.34
"8484","R. Vloet",23,"Frosinone",67,72,187.96
"8485","I. Depe",25,"Kasimpaşa SK",67,68,172.72
"8486","S. Campo",22,"FC Basel 1893",67,76,177.8
"8487","G. Gotti",24,"Club Deportes Temuco",67,72,180.34
"8488","Zhao Mingjian",30,"Hebei China Fortune FC",67,67,180.34
"8489","V. Rennella",29,"Extremadura UD",67,67,187.96
"8490","Nacho",25,"CD Numancia",67,70,177.8
"8491","Ícaro",29,"CD Tondela",67,67,180.34
"8492","A. Crawford",26,"Doncaster Rovers",67,68,177.8
"8493","A. Ajeti",24,"Grasshopper Club Zürich",67,71,182.88
"8494","I. Vetokele",26,"Charlton Athletic",67,69,172.72
"8495","B. Aloé",24,"Valenciennes FC",67,75,182.88
"8496","B. Véjar",22,"Colo-Colo",67,75,167.64
"8497","M. Al Kuwaykibi",23,"Ettifaq FC",67,72,167.64
"8498","Z. Ismail",24,"Walsall",67,70,177.8
"8499","A. Fletcher",22,"Middlesbrough",67,74,187.96
"8500","A. Martinelli",25,"Brescia",67,70,175.26
"8501","K. Henry",35,"Bradford City",67,67,185.42
"8502","L. Guwara",22,"FC Utrecht",67,77,185.42
"8503","Sancet",18,"Athletic Club de Bilbao",67,82,187.96
"8504","Mandi",29,"Wellington Phoenix",67,67,182.88
"8505","M. Sarr",24,"Charlton Athletic",67,73,195.58
"8506","S. Hefti",20,"FC St. Gallen",67,79,182.88
"8507","C. Monschein",25,"FK Austria Wien",67,70,177.8
"8508","L. Belingheri",35,"Padova",67,67,182.88
"8509","M. Lovera",19,"Rosario Central",67,80,170.18
"8510","J. Nerwinski",23,"Vancouver Whitecaps FC",67,73,182.88
"8511","M. Turner",34,"Southend United",67,67,193.04
"8512","Cesinha",28,"Daegu FC",67,67,177.8
"8513","M. Escudero",29,"Patronato",67,68,175.26
"8514","J. Rivas",33,"Tiburones Rojos de Veracruz",67,67,187.96
"8515","S. Szymański",19,"Legia Warszawa",67,84,175.26
"8516","E. Kılınç",23,"Sivasspor",67,72,175.26
"8517","Jon Erice",31,"Albacete BP",67,67,177.8
"8518","F. Sears",28,"Ipswich Town",67,67,170.18
"8519","Kang Min Soo",32,"Ulsan Hyundai FC",67,67,185.42
"8520","P. Lienhart",21,"SC Freiburg",67,77,187.96
"8521","T. Miller",25,"Los Angeles FC",67,73,193.04
"8522","R. Fennell",29,"VfR Aalen",67,67,182.88
"8523","M. Ibáñez",31,"Club Atlético Lanús",67,67,190.5
"8524","A. Arrighini",28,"Carpi",67,67,180.34
"8525","J. Cádiz",22,"Vitória de Setúbal",67,73,190.5
"8526","L. Kozák",29,"Livorno",67,67,193.04
"8527","T. Hoban",24,"Aberdeen",67,70,187.96
"8528","B. Romero",27,"Independiente",67,68,175.26
"8529","G. Togni",20,"Defensa y Justicia",67,78,172.72
"8530","R. Perticone",31,"US Salernitana 1919",67,67,182.88
"8531","K. Kitagawa",21,"Shimizu S-Pulse",67,74,180.34
"8532","G. Tello",25,"Unión Española",67,70,170.18
"8533","I. Pallas",35,"Puebla FC",67,67,190.5
"8534","B. Carvallo",21,"Club Necaxa",67,78,165.1
"8535","J. Hesketh",22,"Burton Albion",67,78,167.64
"8536","J. Clément",33,"AS Nancy Lorraine",67,67,180.34
"8537","C. Songkrasin",24,"Hokkaido Consadole Sapporo",67,70,157.48
"8538","Quim Araujo",30,"Córdoba CF",67,67,187.96
"8539","K. Hause",22,"Wolverhampton Wanderers",67,78,190.5
"8540","D. Quiñónes",22,"Santos Laguna",67,74,172.72
"8541","T. Wachsmuth",31,"FSV Zwickau",67,67,182.88
"8542","J. Harvey",34,"Los Angeles FC",67,67,180.34
"8543","Hwang Ki Wook",22,"FC Seoul",67,74,185.42
"8544","K. Pusch",25,"1. FC Heidenheim 1846",67,70,180.34
"8545","K. Ota",30,"FC Tokyo",67,67,177.8
"8546","M. Mouandilmadji",20,"FC Porto",67,78,182.88
"8547","J. McCarthy",22,"Wycombe Wanderers",67,75,185.42
"8548","André Bahia",34,"Shonan Bellmare",67,67,182.88
"8549","B. Kopplin",29,"Brøndby IF",67,67,182.88
"8550","S. Contessa",28,"Padova",67,67,177.8
"8551","J. Löhmannsröben",27,"1. FC Kaiserslautern",67,69,185.42
"8552","T. Rowe",29,"Doncaster Rovers",67,67,180.34
"8553","M. Răduţ",28,"Lech Poznań",67,67,177.8
"8554","M. Hamdaoui",25,"De Graafschap",67,70,170.18
"8555","I. Bandalovski",31,"",67,67,182.88
"8556","D. Bamba",23,"SK Brann",67,72,182.88
"8557","H. Berríos",31,"CD Universidad de Concepción",67,67,175.26
"8558","M. El Allouchi",23,"NAC Breda",67,72,172.72
"8559","M. Barreto",27,"AJ Auxerre",67,68,175.26
"8560","F. Tardieu",26,"SV Zulte-Waregem",67,70,177.8
"8561","A. Barbaro",26,"Independiente Medellín",67,68,177.8
"8562","C. Verdonk",21,"Feyenoord",67,74,175.26
"8563","A. Blondell",24,"Vancouver Whitecaps FC",67,74,185.42
"8564","Eddy Silvestre",25,"AD Alcorcón",67,71,190.5
"8565","Z. MacMath",26,"Colorado Rapids",67,68,187.96
"8566","M. Sao",28,"Red Star FC",67,67,185.42
"8567","T. Bingöl",25,"Göztepe SK",67,70,180.34
"8568","M. Busch",23,"1. FC Heidenheim 1846",67,72,182.88
"8569","T. Cantwell",20,"Norwich City",67,78,182.88
"8570","Xiao Zhi",33,"Guangzhou R&F; FC",67,67,187.96
"8571","B. Smith",24,"Seattle Sounders FC",67,72,177.8
"8572","E. Suagher",25,"Carpi",67,70,193.04
"8573","C. Flórez",23,"Alianza Petrolera",67,71,180.34
"8574","T. Ebuehi",22,"SL Benfica",67,72,187.96
"8575","Kaio Aldair",26,"Paraná",67,67,175.26
"8576","I. Groothuizen",21,"ADO Den Haag",67,75,190.5
"8577","Provencio",30,"Elche CF",67,67,177.8
"8578","Jairo Morillas",24,"V-Varen Nagasaki",67,72,185.42
"8579","M. Al Fatil",26,"Al Ahli",67,71,177.8
"8580","T. Deng",21,"Melbourne Victory",67,72,182.88
"8581","D. Lamkel Zé",21,"Royal Antwerp FC",67,75,193.04
"8582","V. Luchkevych",22,"Standard de Liège",67,73,177.8
"8583","J. Edmundsson",26,"DSC Arminia Bielefeld",67,67,185.42
"8584","G. Long",24,"Hull City",67,72,193.04
"8585","J. Radošević",24,"Brøndby IF",67,73,180.34
"8586","M. Pennington",23,"Ipswich Town",67,76,185.42
"8587","Z. Ondrášek",29,"Wisła Kraków",67,67,185.42
"8588","C. Remmer",25,"Molde FK",67,71,182.88
"8589","L. Slagveer",24,"FC Emmen",67,70,177.8
"8590","F. Lewis",25,"Willem II",67,70,180.34
"8591","M. Rivoredo",26,"",67,67,182.88
"8592","J. Vásquez",30,"Rionegro Águilas",67,67,177.8
"8593","M. Svilar",18,"SL Benfica",67,84,187.96
"8594","J. Jeggo",26,"FK Austria Wien",67,70,177.8
"8595","G. Navarrete",23,"CD O'Higgins",67,74,175.26
"8596","Alemão",27,"Al Hazem",67,69,185.42
"8597","Y. Coulibaly",23,"Le Havre AC",67,73,175.26
"8598","F. Saavedra",32,"Unión La Calera",67,67,175.26
"8599","R. Framberger",22,"FC Augsburg",67,75,177.8
"8600","J. Vargas",20,"Montreal Impact",67,77,170.18
"8601","S. Aluko",29,"Reading",67,67,172.72
"8602","M. Power",24,"Sunderland",67,72,180.34
"8603","S. Pasa",24,"Cittadella",67,74,182.88
"8604","F. Valot",25,"New York Red Bulls",67,70,175.26
"8605","J. Kalla",31,"FC St. Pauli",67,67,180.34
"8606","S. Chhetri",33,"",67,67,170.18
"8607","Bicho",22,"Deportivo de La Coruña",67,75,172.72
"8608","M. Parensen",32,"1. FC Union Berlin",67,67,180.34
"8609","R. Manning",22,"Rotherham United",67,75,172.72
"8610","Rodri Tarín",21,"CD Leganés",67,75,182.88
"8611","A. Mbekile",31,"Orlando Pirates",67,67,172.72
"8612","R. Arias",25,"Ettifaq FC",67,68,180.34
"8613","S. Singh",19,"Wellington Phoenix",67,79,172.72
"8614","L. Schweers",22,"SC Preußen Münster",67,73,187.96
"8615","H. Hansson",25,"AC Horsens",67,68,182.88
"8616","J. Whatmough",22,"Portsmouth",67,80,190.5
"8617","H. Cummings",26,"San Jose Earthquakes",67,68,182.88
"8618","T. Kløve",27,"Odense Boldklub",67,67,177.8
"8619","E. Mosquera",27,"Independiente Medellín",67,67,182.88
"8620","G. Di Chiara",24,"Benevento",67,72,185.42
"8621","João Silva",28,"CD Feirense",67,67,187.96
"8622","N. Solís",24,"San Martín de San Juan",67,73,170.18
"8623","J. Monreal",22,"Unión La Calera",67,76,190.5
"8624","W. Cartagena",23,"Tiburones Rojos de Veracruz",67,73,180.34
"8625","G. Itter",19,"VfL Wolfsburg",67,85,185.42
"8626","Bruno Costa",21,"FC Porto",67,76,175.26
"8627","D. Dervite",29,"Sporting de Charleroi",67,67,193.04
"8628","Lee Jong Sung",25,"Suwon Samsung Bluewings",67,71,187.96
"8629","E. Palomino",32,"Deportivo Pasto",67,67,170.18
"8630","R. Lindkvist",28,"AIK",67,67,182.88
"8631","V. Kostevych",25,"Lech Poznań",67,68,175.26
"8632","D. Rowe",26,"Ipswich Town",67,67,182.88
"8633","Diego Maurício",27,"Gangwon FC",67,67,182.88
"8634","M. Guidone",32,"Padova",67,67,190.5
"8635","B. Jones",31,"Rotherham United",67,67,180.34
"8636","S. Ishizaki",36,"IF Elfsborg",67,67,180.34
"8637","B. van Hintum",31,"Heracles Almelo",67,67,177.8
